,County_Code,academic_wght_avg_score_All,academic_wght_avg_score_Economic_disadv,academic_wght_avg_score_NOT_economic_disadv,fitness_pct_HFZ_All,fitness_pct_HFZ_Economic_disadv,fitness_pct_HFZ_NOT_economic_disadv,fitness_pct_NI_All,fitness_pct_NI_Economic_disadv,fitness_pct_NI_NOT_economic_disadv,fitness_pct_NI_HR_All,fitness_pct_NI_HR_Economic_disadv,fitness_pct_NI_HR_NOT_economic_disadv,County
44,44.0,352.689749596,322.270986201,372.778431483,0.649802632665,0.549232457481,0.742730635637,0.216957105719,0.225394541196,0.158945467176,0.130826297763,0.176691872899,0.0785253560263,Santa Cruz
45,45.0,355.483859344,338.845562584,374.655995978,0.694926013447,0.625703057036,0.757086323797,0.165702154894,0.192159070024,0.138062482774,0.120129701522,0.14887192918,0.0937713191114,Shasta
46,46.0,311.818903319,332.464,318.577083333,0.50566255144,0.0,0.596113636364,0.178814814815,0.0,0.182636363637,0.155028806585,0.0,0.175795454545,Sierra
47,47.0,349.088930146,317.290500715,331.463939081,0.664682073955,0.596091775599,0.693874409821,0.206959003215,0.21414624183,0.193134796978,0.105047025724,0.108607298475,0.0648321529745,Siskiyou
48,48.0,286.008573267,270.667027119,347.839309871,0.576318797011,0.492719500669,0.648205384653,0.247683785506,0.281467800793,0.207545428776,0.170393201331,0.20694997506,0.135338441914,Solano
49,49.0,334.124245646,305.309402156,353.168261694,0.655988738739,0.566928750907,0.727780899401,0.195678171728,0.226475935136,0.16009001003,0.136839637318,0.187633548337,0.0919765470109,Sonoma
50,50.0,335.120341382,320.715539931,352.066752077,0.573392745903,0.535698843675,0.633446309574,0.24159555934,0.251187553803,0.215400042535,0.180099460018,0.203935128313,0.137390507585,Stanislaus
51,51.0,332.405547089,317.273335243,343.898439254,0.637596825739,0.588972867825,0.644811867153,0.201483805523,0.197764905012,0.150351356825,0.152840084025,0.179814369442,0.105336303497,Sutter
52,52.0,331.989761682,327.773431174,321.194263863,0.586261830473,0.552533812089,0.368356311274,0.228310972439,0.215815798923,0.100402267157,0.174506760271,0.177311669659,0.0600404411765,Tehama
53,53.0,318.57456446,304.268549906,295.173333334,0.62323538961,0.585090501792,0.647871345029,0.22366991342,0.237244623656,0.164210526316,0.15309469697,0.177664874552,0.100198830409,Trinity
54,54.0,327.156243864,326.970820106,342.149514246,0.581166969423,0.555057396901,0.639336562059,0.22112885174,0.227251257976,0.190153521689,0.192076462929,0.208257904516,0.141980558623,Tulare
55,55.0,341.461583853,299.869428295,364.133287671,0.675532745165,0.600756410256,0.707898243359,0.180100101799,0.190578347578,0.145940981148,0.119256871395,0.136404169904,0.0902481790916,Tuolumne
56,56.0,351.867018879,319.719885854,371.282340204,0.671622231167,0.577673652909,0.696868607908,0.198353749241,0.241820686443,0.142236965019,0.1269502491,0.172146054266,0.0793427366295,Ventura
57,57.0,343.054970601,321.984524751,367.171741999,0.562806470482,0.516295886076,0.599768408383,0.243092134629,0.248598691983,0.232217926933,0.171207226422,0.184978839663,0.154419781931,Yolo
58,58.0,342.64499606,319.170213481,342.883536924,0.556309227389,0.51755646438,0.566112227806,0.23325173929,0.242975901495,0.184003768844,0.195792383742,0.208860773966,0.18204480737,Yuba
