,County_Code,District_Code,School_Code,Subgroup,NoHFZ9_aerobic,NoStud9_aerobic,Perc9HFZ_aerobic,Perc9NI_aerobic,Perc9NI_HR_aerobic,NoHFZ9_bodycomp,NoStud9_bodycomp,Perc9HFZ_bodycomp,Perc9NI_bodycomp,Perc9NI_HR_bodycomp,Mean_Academic_Test_Score,Students_Tested_Academic,Total_Tested_At_Subgroup_Level_Academic
464,7.0,61796.0,101477.0,Economic_disadv,35.6666666667,120.333333333,29.7666666667,55.9333333333,14.3,62.6666666667,120.333333333,52.1333333333,19.9,27.9666666667,342.7,110.333333333,159.0
465,7.0,61796.0,101477.0,NOT_economic_disadv,,5.0,,,,,5.0,,,,365.2,10.5,17.5
466,7.0,61796.0,132100.0,All,12.0,58.0,20.7,55.2,24.1,17.0,58.0,29.3,27.6,43.1,357.8,29.0,
467,7.0,61796.0,132100.0,Economic_disadv,8.0,48.0,16.7,60.4,22.9,14.0,48.0,29.2,27.1,43.7,351.0,44.0,
468,7.0,61796.0,132100.0,NOT_economic_disadv,,9.0,,,,,9.0,,,,380.9,13.0,
469,7.0,61796.0,132233.0,All,57.0,90.0,63.3,17.8,18.9,59.0,90.0,65.6,14.4,20.0,378.6,29.0,
470,7.0,61796.0,132233.0,Economic_disadv,55.0,85.0,64.7,18.8,16.5,57.0,85.0,67.1,15.3,17.6,374.6,25.0,
471,7.0,61796.0,730275.0,All,,2.5,,,,,2.5,,,,,9.0,68.0
472,7.0,61796.0,730275.0,Economic_disadv,,2.0,,,,,2.0,,,,,5.0,36.0
473,7.0,61796.0,730275.0,NOT_economic_disadv,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,4.0,32.0
474,7.0,61796.0,730291.0,All,35.0,73.6666666667,47.6,31.1666666667,21.2333333333,41.6666666667,73.6666666667,56.5666666667,18.2333333333,25.2,383.166666667,69.0,96.5
475,7.0,61796.0,730291.0,Economic_disadv,25.0,49.0,51.0666666667,29.3666666667,19.5666666667,28.0,49.0,57.0,17.9666666667,25.0333333333,382.466666667,32.0,25.0
476,7.0,61796.0,730291.0,NOT_economic_disadv,8.33333333333,21.6666666667,39.1333333333,32.8,28.0666666667,12.0,21.6666666667,55.7,18.1666666667,26.1333333333,385.466666667,37.0,71.5
477,7.0,61796.0,730325.0,All,3.66666666667,13.3333333333,24.5333333333,28.8666666667,46.6,9.0,13.3333333333,68.2666666667,9.5,22.2333333333,309.233333333,18.4,68.0
478,7.0,61796.0,730325.0,Economic_disadv,,8.66666666667,,,,,8.66666666667,,,,298.433333333,13.6,49.5
479,7.0,61796.0,730325.0,NOT_economic_disadv,,4.33333333333,,,,,4.33333333333,,,,,6.0,15.6666666667
480,7.0,61796.0,730598.0,All,161.333333333,234.666666667,69.3333333333,22.5666666667,8.1,142.666666667,234.666666667,60.1666666667,26.9666666667,12.8666666667,344.675,122.833333333,376.5
481,7.0,61796.0,730598.0,Economic_disadv,72.6666666667,107.666666667,67.8666666667,22.7,9.43333333333,66.3333333333,107.666666667,61.3,24.7666666667,13.9333333333,341.233333333,64.4,170.0
482,7.0,61796.0,730598.0,NOT_economic_disadv,83.0,119.333333333,70.4,22.4,7.2,72.0,119.333333333,59.3,29.1666666667,11.5333333333,370.7,82.0,206.5
483,7.0,61796.0,732164.0,All,198.0,316.666666667,62.2,32.3666666667,5.43333333333,214.0,316.666666667,68.1666666667,18.2666666667,13.5666666667,323.42,134.142857143,494.0
484,7.0,61796.0,732164.0,Economic_disadv,147.0,240.0,61.0333333333,33.5333333333,5.43333333333,157.666666667,240.0,66.4666666667,18.6666666667,14.8666666667,316.12,113.5,367.0
485,7.0,61796.0,732164.0,NOT_economic_disadv,45.3333333333,67.3333333333,67.1666666667,27.9,4.93333333333,50.3333333333,67.3333333333,74.8666666667,16.2,8.93333333333,355.5,51.0,121.0
486,7.0,61796.0,732941.0,All,193.0,313.666666667,61.4333333333,23.8,14.7666666667,203.666666667,313.666666667,64.9,17.3333333333,17.7666666667,314.48,171.0,499.0
487,7.0,61796.0,732941.0,Economic_disadv,96.3333333333,173.666666667,55.5666666667,25.9666666667,18.4666666667,101.666666667,173.666666667,58.7,19.5666666667,21.7333333333,323.4,109.6,271.5
488,7.0,61796.0,732941.0,NOT_economic_disadv,86.0,124.666666667,68.1666666667,21.7666666667,10.0666666667,92.0,124.666666667,73.4666666667,13.4,13.1333333333,371.7,94.6,227.5
489,7.0,61796.0,733253.0,All,,5.0,,,,,5.0,,,,261.733333333,29.0,55.5
490,7.0,61796.0,733253.0,Economic_disadv,,4.0,,,,,4.0,,,,258.833333333,25.0,36.5
491,7.0,61796.0,733253.0,NOT_economic_disadv,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,5.5,19.0
492,7.0,61796.0,733659.0,All,47.6666666667,220.666666667,21.6333333333,71.1333333333,7.23333333333,108.333333333,220.666666667,49.1,25.6333333333,25.2666666667,306.225,84.5,294.0
493,7.0,61796.0,733659.0,Economic_disadv,43.3333333333,197.666666667,22.3,69.7666666667,7.93333333333,97.0,197.666666667,49.1333333333,25.3,25.5666666667,306.05,87.4285714286,263.0
494,7.0,61796.0,733659.0,NOT_economic_disadv,3.0,16.6666666667,16.7333333333,81.7,1.56666666667,9.0,16.6666666667,54.1333333333,32.2666666667,13.6,305.833333333,11.2,26.0
495,7.0,61796.0,735316.0,All,132.666666667,288.0,46.0333333333,41.1666666667,12.8,162.0,288.0,56.2333333333,21.5,22.2666666667,321.875,113.625,413.0
496,7.0,61796.0,735316.0,Economic_disadv,82.6666666667,189.666666667,43.6333333333,42.7666666667,13.6,102.0,189.666666667,53.7666666667,22.7,23.5333333333,317.15,97.3333333333,264.0
497,7.0,61796.0,735316.0,NOT_economic_disadv,43.3333333333,88.6666666667,48.9333333333,39.8666666667,11.2,53.3333333333,88.6666666667,60.2,20.7,19.1,350.7,63.6,156.5
498,7.0,61796.0,735902.0,All,158.333333333,381.333333333,41.8333333333,29.4666666667,28.7,177.0,381.333333333,46.5,23.8333333333,29.6666666667,296.15,130.555555556,501.5
499,7.0,61796.0,735902.0,Economic_disadv,148.333333333,358.333333333,41.8333333333,29.7666666667,28.4,167.333333333,358.333333333,46.7333333333,23.6333333333,29.6333333333,295.816666667,137.375,471.0
500,7.0,61796.0,735902.0,NOT_economic_disadv,9.5,18.0,44.3,15.9,39.8,9.5,18.0,44.95,14.65,40.4,319.4,13.6,30.5
501,7.0,61796.0,761796.0,All,,3.0,,,,,3.0,,,,,4.0,6.0
502,7.0,61796.0,761796.0,Economic_disadv,,3.0,,,,,3.0,,,,,0.0,3.0
503,7.0,61796.0,761796.0,NOT_economic_disadv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.0
504,7.0,61804.0,113118.0,All,630.0,724.666666667,86.7,8.63333333333,4.66666666667,598.666666667,724.666666667,82.4,12.1,5.5,433.533333333,329.833333333,915.5
505,7.0,61804.0,113118.0,Economic_disadv,33.0,44.3333333333,72.8333333333,16.4666666667,10.7,30.3333333333,44.3333333333,67.6666666667,21.9,10.4333333333,381.733333333,26.2,66.0
506,7.0,61804.0,113118.0,NOT_economic_disadv,582.333333333,662.666666667,87.6333333333,8.06666666667,4.3,555.333333333,662.666666667,83.6,11.2,5.2,437.266666667,368.0,849.5
507,7.0,61804.0,730051.0,All,561.0,675.0,83.1333333333,10.7,6.16666666667,525.333333333,675.0,77.9,13.8666666667,8.23333333333,372.12,276.714285714,884.0
508,7.0,61804.0,730051.0,Economic_disadv,26.3333333333,35.3333333333,74.7,17.3,8.0,25.6666666667,35.3333333333,72.9333333333,11.4,15.6666666667,381.066666667,22.4,52.0
509,7.0,61804.0,730051.0,NOT_economic_disadv,522.333333333,625.666666667,83.5,10.3333333333,6.16666666667,488.333333333,625.666666667,78.1333333333,14.1,7.76666666667,387.9,260.571428571,834.4
510,7.0,61804.0,730218.0,All,11.0,20.3333333333,50.4666666667,44.6,4.93333333333,15.0,20.3333333333,70.8,13.7,15.5,378.533333333,39.6666666667,97.0
511,7.0,61804.0,730218.0,Economic_disadv,,1.33333333333,,,,,1.33333333333,,,,,1.0,6.0
512,7.0,61804.0,730218.0,NOT_economic_disadv,12.0,16.0,60.4,37.5,2.1,15.5,16.0,82.45,9.8,7.75,378.533333333,37.6666666667,91.0
513,7.0,61804.0,734368.0,All,495.0,573.333333333,86.3333333333,10.3,3.36666666667,468.666666667,573.333333333,81.7333333333,12.4666666667,5.8,418.1,339.2,788.666666667
514,7.0,61804.0,734368.0,Economic_disadv,11.6666666667,14.6666666667,79.1666666667,13.7,7.13333333333,10.3333333333,14.6666666667,69.6333333333,14.3,16.0666666667,365.3,9.75,15.0
515,7.0,61804.0,734368.0,NOT_economic_disadv,472.333333333,544.666666667,86.7333333333,10.0666666667,3.2,447.333333333,544.666666667,82.1333333333,12.3,5.56666666667,419.233333333,412.25,773.666666667
516,7.0,61804.0,736504.0,All,446.333333333,515.666666667,86.5333333333,9.36666666667,4.1,427.666666667,515.666666667,82.9333333333,11.4333333333,5.63333333333,405.966666667,249.666666667,672.5
517,7.0,61804.0,736504.0,Economic_disadv,10.0,12.3333333333,75.0,7.5,17.5,8.5,12.3333333333,64.15,18.35,17.5,397.233333333,10.75,20.0
518,7.0,61804.0,736504.0,NOT_economic_disadv,427.666666667,491.666666667,87.0,9.26666666667,3.73333333333,411.0,491.666666667,83.5666666667,11.1666666667,5.26666666667,406.233333333,290.6,651.5
519,7.0,76810.0,125815.0,All,16.0,28.5,52.5,13.95,33.55,16.0,28.5,55.8,24.45,19.75,326.8,9.5,143.0
520,7.0,76810.0,125815.0,Economic_disadv,9.5,19.5,44.2,15.9,39.9,11.0,19.5,55.45,19.95,24.6,316.3,6.5,103.0
521,7.0,76810.0,125815.0,NOT_economic_disadv,8.0,9.0,66.7,16.7,16.6,6.0,9.0,50.0,33.3,16.7,,6.0,40.0
522,8.0,10082.0,106666.0,All,,2.0,,,,,2.0,,,,,1.5,7.0
523,8.0,10082.0,106666.0,Economic_disadv,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.0,,2.0,4.0
524,8.0,10082.0,106666.0,NOT_economic_disadv,,1.0,,,,,1.0,,,,,1.5,5.0
525,8.0,10082.0,830042.0,All,,6.0,,,,,6.0,,,,289.9,5.75,13.5
526,8.0,10082.0,830042.0,Economic_disadv,,5.0,,,,,5.0,,,,286.5,9.5,16.0
527,8.0,10082.0,830042.0,NOT_economic_disadv,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.0,,1.0,3.5
528,8.0,10082.0,830059.0,All,12.0,16.3333333333,41.4,48.3,10.3,14.0,16.3333333333,48.3,27.6,24.1,325.2,32.1666666667,166.0
529,8.0,10082.0,830059.0,Economic_disadv,,7.0,,,,,7.0,,,,318.333333333,24.0,103.5
530,8.0,10082.0,830059.0,NOT_economic_disadv,9.0,9.33333333333,47.4,42.1,10.5,9.0,9.33333333333,47.4,26.3,26.3,336.533333333,13.8,62.5
531,8.0,10082.0,830067.0,All,,1.0,,,,,1.0,,,,,2.0,3.0
532,8.0,10082.0,830067.0,Economic_disadv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,3.0
533,8.0,61820.0,833004.0,All,195.666666667,238.0,82.2666666667,11.9666666667,5.76666666667,129.666666667,238.0,54.6666666667,22.2,23.1333333333,338.98,99.0,279.5
534,8.0,61820.0,833004.0,Economic_disadv,111.333333333,139.333333333,79.9666666667,13.3,6.73333333333,72.6666666667,139.333333333,52.1666666667,23.0,24.8333333333,349.833333333,65.8,158.5
535,8.0,61820.0,833004.0,NOT_economic_disadv,78.3333333333,92.0,85.0333333333,10.5,4.46666666667,54.0,92.0,59.3666666667,20.6666666667,19.9666666667,363.3,63.5,138.333333333
536,8.0,61820.0,836205.0,All,,1.0,,,,,1.0,,,,297.733333333,12.5,28.0
537,8.0,61820.0,836205.0,Economic_disadv,,1.0,,,,,1.0,,,,310.1,10.3333333333,13.5
538,8.0,61820.0,836205.0,NOT_economic_disadv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,14.5
539,9.0,10090.0,106047.0,All,,2.0,,,,,2.0,,,,,1.0,4.0
540,9.0,10090.0,106047.0,Economic_disadv,,1.5,,,,,1.5,,,,,0.0,4.0
541,9.0,10090.0,930016.0,All,,2.66666666667,,,,,2.66666666667,,,,,3.66666666667,5.5
542,9.0,10090.0,930016.0,Economic_disadv,0.0,2.33333333333,0.0,0.0,0.0,0.0,2.33333333333,0.0,0.0,0.0,,2.5,5.0
543,9.0,10090.0,930016.0,NOT_economic_disadv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0
544,9.0,10090.0,930123.0,All,44.0,79.0,55.7333333333,31.0666666667,13.2,58.3333333333,79.0,74.0333333333,11.7666666667,14.2,358.233333333,80.6666666667,247.0
545,9.0,10090.0,930123.0,Economic_disadv,12.3333333333,29.6666666667,43.0666666667,37.7,19.2333333333,18.6666666667,29.6666666667,63.6333333333,11.3333333333,25.0333333333,313.666666667,27.6666666667,92.5
546,9.0,10090.0,930123.0,NOT_economic_disadv,31.3333333333,47.3333333333,66.1666666667,24.0666666667,9.76666666667,37.6666666667,47.3333333333,79.7666666667,11.9333333333,8.3,380.966666667,53.0,154.5
547,9.0,10090.0,930131.0,All,8.0,10.3333333333,57.1,14.3,28.6,7.0,10.3333333333,50.0,35.7,14.3,287.7,24.0,44.3333333333
548,9.0,10090.0,930131.0,Economic_disadv,,8.0,,,,,8.0,,,,289.933333333,22.25,41.3333333333
549,9.0,10090.0,930131.0,NOT_economic_disadv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0
550,9.0,61853.0,930081.0,All,538.666666667,602.0,89.4666666667,6.53333333333,4.0,497.666666667,602.0,82.6,11.9,5.5,402.1,439.5,858.0
551,9.0,61853.0,930081.0,Economic_disadv,14.6666666667,19.3333333333,50.6,9.16666666667,6.9,14.6666666667,19.3333333333,50.5666666667,9.16666666667,6.93333333333,368.1,35.0,46.0
552,9.0,61853.0,930081.0,NOT_economic_disadv,344.666666667,376.333333333,61.0333333333,3.6,2.03333333333,314.333333333,376.333333333,55.6,7.93333333333,3.13333333333,404.3,550.0,812.0
553,9.0,61853.0,930164.0,All,183.333333333,247.333333333,74.1,12.9,13.0,169.333333333,247.333333333,68.4,17.2333333333,14.3666666667,356.6,130.5,408.0
554,9.0,61853.0,930164.0,Economic_disadv,34.3333333333,49.3333333333,46.3,8.33333333333,12.0333333333,31.3333333333,49.3333333333,42.2333333333,10.4333333333,14.0,355.066666667,49.2,131.5
555,9.0,61853.0,930164.0,NOT_economic_disadv,88.6666666667,111.666666667,52.9,8.93333333333,4.83333333333,81.6666666667,111.666666667,48.6333333333,11.5333333333,6.5,380.9,106.6,276.5
556,9.0,61853.0,930214.0,All,7.0,10.6666666667,50.0,35.7,14.3,10.0,10.6666666667,71.4,21.4,7.2,380.933333333,28.3333333333,44.0
557,9.0,61853.0,930214.0,Economic_disadv,0.0,2.66666666667,0.0,0.0,0.0,0.0,2.66666666667,0.0,0.0,0.0,,4.5,7.0
558,9.0,61853.0,930214.0,NOT_economic_disadv,0.0,4.66666666667,0.0,0.0,0.0,0.0,4.66666666667,0.0,0.0,0.0,384.3,24.0,37.0
559,9.0,61853.0,932756.0,All,239.666666667,307.0,77.5,14.7,7.8,215.0,307.0,69.8,14.5333333333,15.6666666667,337.56,186.6,451.0
560,9.0,61853.0,932756.0,Economic_disadv,72.0,87.0,55.1333333333,8.7,2.83333333333,62.0,87.0,47.4333333333,10.2666666667,8.96666666667,353.333333333,75.2,184.5
561,9.0,61853.0,932756.0,NOT_economic_disadv,104.666666667,125.0,55.8333333333,6.23333333333,4.6,91.0,125.0,48.5666666667,9.36666666667,8.73333333333,383.333333333,111.4,266.5
562,9.0,61853.0,936302.0,All,355.333333333,438.666666667,81.0333333333,11.2333333333,7.73333333333,357.666666667,438.666666667,81.5333333333,13.4333333333,5.03333333333,400.166666667,210.833333333,632.0
563,9.0,61853.0,936302.0,Economic_disadv,36.0,50.3333333333,47.6,10.3666666667,8.7,38.6666666667,50.3333333333,51.2,11.1333333333,4.33333333333,367.533333333,42.2,102.0
564,9.0,61853.0,936302.0,NOT_economic_disadv,187.333333333,227.0,55.0,7.13333333333,4.53333333333,186.333333333,227.0,54.7,8.6,3.36666666667,406.6,210.4,530.0
565,9.0,61903.0,930040.0,All,,6.0,,,,,6.0,,,,308.9,11.0,24.5
566,9.0,61903.0,930040.0,Economic_disadv,,5.0,,,,,5.0,,,,306.1,9.5,18.0
567,9.0,61903.0,930040.0,NOT_economic_disadv,,1.0,,,,,1.0,,,,,3.5,6.5
568,9.0,61903.0,937805.0,All,155.0,262.666666667,59.1666666667,27.6,13.2333333333,189.333333333,262.666666667,72.3333333333,19.4,8.26666666667,340.6,126.5,359.0
569,9.0,61903.0,937805.0,Economic_disadv,73.6666666667,145.0,50.7,31.7,17.6,94.3333333333,145.0,65.2333333333,23.2666666667,11.5,321.566666667,104.25,179.666666667
570,9.0,61903.0,937805.0,NOT_economic_disadv,64.0,89.3333333333,72.0333333333,21.3333333333,6.63333333333,73.6666666667,89.3333333333,82.7333333333,14.0,3.26666666667,364.466666667,84.5,176.333333333
571,9.0,73783.0,121566.0,All,,5.33333333333,,,,,5.33333333333,,,,349.4,4.75,74.0
572,9.0,73783.0,121566.0,Economic_disadv,,2.33333333333,,,,,2.33333333333,,,,,6.0,59.0
573,9.0,73783.0,121566.0,NOT_economic_disadv,,3.0,,,,,3.0,,,,,3.5,35.5
574,9.0,73783.0,930073.0,All,57.6666666667,83.3333333333,69.3,24.9,5.8,58.0,83.3333333333,69.8666666667,19.6666666667,10.4666666667,361.633333333,51.6,226.333333333
575,9.0,73783.0,930073.0,Economic_disadv,21.0,37.0,57.5333333333,34.4,8.06666666667,24.0,37.0,67.1333333333,19.4,13.4666666667,345.866666667,35.6666666667,117.0
576,9.0,73783.0,930073.0,NOT_economic_disadv,36.3333333333,46.0,79.7333333333,17.1,3.16666666667,33.6666666667,46.0,73.3666666667,17.9333333333,8.7,373.4,37.0,123.333333333
577,9.0,76596.0,119537.0,All,10.0,21.0,47.6,38.1,14.3,11.0,21.0,52.4,14.3,33.3,358.5,12.0,41.0
578,9.0,76596.0,119537.0,Economic_disadv,5.0,11.0,45.5,45.5,9.0,5.0,11.0,45.5,9.1,45.4,,8.0,19.0
579,9.0,76596.0,119537.0,NOT_economic_disadv,,8.0,,,,,8.0,,,,,4.0,22.0
580,10.0,10108.0,109991.0,All,22.6666666667,27.0,82.2333333333,7.1,10.6666666667,10.3333333333,27.0,38.3,23.2666666667,38.4333333333,298.466666667,77.6666666667,107.5
581,10.0,10108.0,109991.0,Economic_disadv,21.0,25.0,82.5666666667,6.4,11.0333333333,9.0,25.0,36.3,24.8333333333,38.8666666667,297.933333333,73.0,99.5
582,10.0,10108.0,109991.0,NOT_economic_disadv,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,,4.5,8.0
583,10.0,10108.0,111682.0,All,,5.0,,,,,5.0,,,,,4.66666666667,28.5
584,10.0,10108.0,111682.0,Economic_disadv,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,2.5,15.0
585,10.0,10108.0,111682.0,NOT_economic_disadv,,2.66666666667,,,,,2.66666666667,,,,,2.5,13.5
586,10.0,10108.0,119628.0,All,3.0,19.0,15.8,78.9,5.3,10.0,19.0,52.6,26.3,21.1,317.5,9.16666666667,56.0
587,10.0,10108.0,119628.0,Economic_disadv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.5,7.8,42.0
588,10.0,10108.0,119628.0,NOT_economic_disadv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,14.0
589,10.0,10108.0,1030899.0,All,0.0,9.66666666667,0.0,100.0,0.0,7.0,9.66666666667,53.8,15.4,30.8,271.45,12.25,30.0
590,10.0,10108.0,1030899.0,Economic_disadv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,18.0,26.5
591,10.0,10108.0,1030899.0,NOT_economic_disadv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,7.0
592,10.0,10108.0,1030923.0,All,7.66666666667,13.3333333333,57.9666666667,27.3666666667,14.6666666667,6.33333333333,13.3333333333,47.6,23.4,29.0,302.9,11.0,55.0
593,10.0,10108.0,1030923.0,Economic_disadv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.3,12.6666666667,45.5
594,10.0,10108.0,1030923.0,NOT_economic_disadv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.5,9.5
595,10.0,10108.0,6069488.0,All,1.0,21.0,4.63333333333,88.3,7.06666666667,10.3333333333,21.0,46.9,22.0666666667,31.0333333333,,4.0,157.0
596,10.0,10108.0,6069488.0,Economic_disadv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.25,138.0
597,10.0,10108.0,6069488.0,NOT_economic_disadv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,19.0
598,10.0,62117.0,110270.0,All,8.66666666667,14.3333333333,39.7666666667,19.2,7.7,8.0,14.3333333333,36.9666666667,17.1,12.6,,5.25,41.0
599,10.0,62117.0,110270.0,Economic_disadv,4.33333333333,9.33333333333,30.9666666667,23.8333333333,11.8666666667,4.0,9.33333333333,28.6,21.4333333333,16.6333333333,,3.66666666667,29.0
600,10.0,62117.0,110270.0,NOT_economic_disadv,0.0,3.66666666667,0.0,0.0,0.0,0.0,3.66666666667,0.0,0.0,0.0,,3.5,13.0
601,10.0,62117.0,113555.0,All,403.333333333,548.0,73.4666666667,19.4333333333,7.1,388.333333333,548.0,70.7,16.2666666667,13.0333333333,383.533333333,349.4,961.0
602,10.0,62117.0,113555.0,Economic_disadv,79.6666666667,126.666666667,63.0333333333,28.1666666667,8.8,80.3333333333,126.666666667,63.7,15.8,20.5,362.6,115.666666667,172.5
603,10.0,62117.0,113555.0,NOT_economic_disadv,286.666666667,370.666666667,77.1666666667,16.4333333333,6.4,271.0,370.666666667,73.0,16.8333333333,10.1666666667,388.8,349.5,773.333333333
604,10.0,62117.0,118018.0,All,12.6666666667,42.0,31.8333333333,63.6,4.56666666667,28.6666666667,42.0,69.5666666667,18.5333333333,11.9,352.766666667,91.6666666667,179.0
605,10.0,62117.0,118018.0,Economic_disadv,6.33333333333,19.0,33.3,59.7,7.0,13.0,19.0,68.3666666667,15.9,15.7333333333,337.9,29.6666666667,49.0
606,10.0,62117.0,118018.0,NOT_economic_disadv,6.0,21.3333333333,23.75,72.5,3.75,17.5,21.3333333333,65.0,25.85,9.15,358.4,62.0,130.0
607,10.0,62117.0,1030196.0,All,346.0,478.0,72.2666666667,16.8666666667,10.8666666667,308.333333333,478.0,64.2666666667,17.9333333333,17.8,380.0,249.666666667,750.0
608,10.0,62117.0,1030196.0,Economic_disadv,146.0,219.333333333,66.6666666667,17.8333333333,15.5,130.0,219.333333333,59.3666666667,17.8333333333,22.8,360.6,120.6,296.0
609,10.0,62117.0,1030196.0,NOT_economic_disadv,171.666666667,223.0,76.8333333333,15.6,7.56666666667,153.0,223.0,68.1666666667,17.9666666667,13.8666666667,393.133333333,178.0,454.0
610,10.0,62117.0,1030469.0,All,2.5,17.0,12.95,87.05,0.0,14.5,17.0,69.0,18.0,13.0,336.733333333,17.0,57.0
611,10.0,62117.0,1030469.0,Economic_disadv,,7.0,,,,,7.0,,,,303.3,9.0,29.5
612,10.0,62117.0,1030469.0,NOT_economic_disadv,1.0,9.0,6.7,93.3,0.0,13.0,9.0,86.7,6.7,6.6,,7.0,27.5
613,10.0,62117.0,1030501.0,All,483.0,625.0,77.1,13.8333333333,9.06666666667,442.666666667,625.0,70.2666666667,16.9333333333,12.8,397.1,313.5,968.0
614,10.0,62117.0,1030501.0,Economic_disadv,146.0,212.0,68.8,16.0666666667,15.1333333333,131.333333333,212.0,61.7666666667,20.1666666667,18.0666666667,372.433333333,106.4,269.0
615,10.0,62117.0,1030501.0,NOT_economic_disadv,301.333333333,370.333333333,81.4,13.0333333333,5.56666666667,278.0,370.333333333,74.6666666667,15.2333333333,10.1,406.766666667,268.2,699.0
616,10.0,62117.0,1030683.0,All,358.666666667,510.666666667,70.6,17.6333333333,11.7666666667,324.333333333,510.666666667,63.8333333333,18.2333333333,17.9333333333,380.56,253.166666667,738.5
617,10.0,62117.0,1030683.0,Economic_disadv,206.0,298.666666667,69.2,17.4333333333,13.3666666667,189.0,298.666666667,63.5,16.8333333333,19.6666666667,374.1,166.2,398.5
618,10.0,62117.0,1030683.0,NOT_economic_disadv,135.666666667,189.333333333,72.2666666667,17.7,10.0333333333,119.0,189.333333333,63.1,21.3333333333,15.5666666667,397.933333333,137.0,340.0
619,10.0,62117.0,1031004.0,All,,1.0,,,,,1.0,,,,309.366666667,36.8,83.0
620,10.0,62117.0,1031004.0,Economic_disadv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.466666667,31.5,55.0
621,10.0,62117.0,1031004.0,NOT_economic_disadv,,1.0,,,,,1.0,,,,313.933333333,14.25,28.0
622,10.0,62117.0,1031053.0,All,452.333333333,646.0,70.2666666667,17.5,12.2333333333,442.333333333,646.0,68.8,15.1,16.1,357.36,338.666666667,1009.5
623,10.0,62117.0,1031053.0,Economic_disadv,224.0,342.0,65.5666666667,20.2,14.2333333333,217.666666667,342.0,63.7666666667,17.2,19.0333333333,351.975,192.0,454.5
624,10.0,62117.0,1031053.0,NOT_economic_disadv,206.0,272.666666667,76.0666666667,14.2666666667,9.66666666667,202.333333333,272.666666667,75.2333333333,12.4666666667,12.3,383.1,213.6,555.0
625,10.0,62125.0,1030873.0,All,,3.5,,,,,3.5,,,,,1.5,5.5
626,10.0,62125.0,1030873.0,Economic_disadv,,3.5,,,,,3.5,,,,,1.5,5.0
627,10.0,62125.0,1031376.0,All,154.5,301.5,51.35,30.35,18.3,160.5,301.5,53.2,19.25,27.55,321.96,144.666666667,409.5
628,10.0,62125.0,1031376.0,Economic_disadv,112.5,228.0,49.35,30.25,20.4,116.0,228.0,50.9,20.15,28.95,317.3,117.5,320.5
629,10.0,62125.0,1031376.0,NOT_economic_disadv,38.5,67.5,57.15,30.5,12.35,40.5,67.5,60.5,15.0,24.5,361.6,32.6,89.0
630,10.0,62158.0,108977.0,All,,3.0,,,,,3.0,,,,,8.5,8.0
631,10.0,62158.0,108977.0,Economic_disadv,,2.0,,,,,2.0,,,,,3.0,3.0
632,10.0,62158.0,108977.0,NOT_economic_disadv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,5.0
633,10.0,62158.0,1031954.0,All,,2.0,,,,,2.0,,,,,5.0,5.0
634,10.0,62158.0,1031954.0,Economic_disadv,,2.0,,,,,2.0,,,,,3.0,3.0
635,10.0,62158.0,1031954.0,NOT_economic_disadv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0
636,10.0,62158.0,1032150.0,All,120.666666667,193.0,62.5,17.3,20.2,102.333333333,193.0,53.1,22.7666666667,24.1333333333,324.475,77.5714285714,250.4
637,10.0,62158.0,1032150.0,Economic_disadv,85.3333333333,141.333333333,60.4666666667,17.2333333333,22.3,71.6666666667,141.333333333,50.7333333333,22.8666666667,26.4,331.566666667,69.1666666667,190.2
