,County_Name,School_Name,Subgroup,Number_Students_Total,Number_Students_Healthy,Number_Students_Unhealthy,Mean_Academic_Test_Score,Students_Tested_Academic,Total_Tested_At_Subgroup_Level_Academic
1183,Los Angeles,Animo Venice Charter High,All,894.0,473.0,421.0,341.266666667,86.6,201.5
1184,Los Angeles,Animo Venice Charter High,Economic_disadv,804.0,421.0,383.0,339.966666667,77.0,179.5
1185,Los Angeles,Animo Venice Charter High,NOT_economic_disadv,90.0,52.0,38.0,351.133333333,16.0,22.0
1186,Los Angeles,Animo Watts College Preparatory Academy,All,836.0,406.0,430.0,341.7,136.5,236.0
1187,Los Angeles,Animo Watts College Preparatory Academy,Economic_disadv,606.0,335.0,271.0,342.35,129.0,227.0
1188,Los Angeles,Animo Watts College Preparatory Academy,NOT_economic_disadv,10.0,,,333.4,7.5,9.0
1189,Los Angeles,Antelope Valley High,All,2918.0,1207.0,1711.0,292.4,141.444444444,590.5
1190,Los Angeles,Antelope Valley High,Economic_disadv,1740.0,690.0,1050.0,291.78,138.875,512.0
1191,Los Angeles,Antelope Valley High,NOT_economic_disadv,264.0,118.0,146.0,323.5,39.25,80.6666666667
1192,Los Angeles,Antelope Valley Learning Academy,All,442.0,212.0,230.0,309.266666667,84.25,512.0
1193,Los Angeles,Antelope Valley Learning Academy,Economic_disadv,378.0,176.0,202.0,308.266666667,101.333333333,439.0
1194,Los Angeles,Antelope Valley Learning Academy,NOT_economic_disadv,64.0,15.0,13.0,318.6,14.5,73.0
1195,Los Angeles,Applied Technology Center,All,938.0,480.0,458.0,341.6,116.25,207.666666667
1196,Los Angeles,Applied Technology Center,Economic_disadv,762.0,385.0,377.0,337.833333333,96.0,168.666666667
1197,Los Angeles,Applied Technology Center,NOT_economic_disadv,44.0,20.0,12.0,359.2,27.0,44.0
1198,Los Angeles,Arcadia High,All,4020.0,3155.0,865.0,386.08,419.166666667,1237.0
1199,Los Angeles,Arcadia High,Economic_disadv,954.0,709.0,245.0,382.9,110.2,258.0
1200,Los Angeles,Arcadia High,NOT_economic_disadv,2032.0,1632.0,400.0,422.633333333,390.8,979.0
1201,Los Angeles,Arleta High,All,2276.0,1233.0,1043.0,329.64,154.857142857,483.5
1202,Los Angeles,Arleta High,Economic_disadv,2074.0,1109.0,965.0,330.12,163.833333333,448.5
1203,Los Angeles,Arleta High,NOT_economic_disadv,140.0,84.0,54.0,331.6,25.0,32.3333333333
1204,Los Angeles,Arroyo High,All,3566.0,2325.0,1241.0,316.333333333,276.5,807.0
1205,Los Angeles,Arroyo High,Economic_disadv,2106.0,1454.0,652.0,314.916666667,247.0,721.0
1206,Los Angeles,Arroyo High,NOT_economic_disadv,312.0,213.0,99.0,376.566666667,44.25,78.6666666667
1207,Los Angeles,Artesia High,All,2200.0,1310.0,890.0,351.65,191.166666667,564.0
1208,Los Angeles,Artesia High,Economic_disadv,1098.0,624.0,474.0,347.25,148.666666667,437.5
1209,Los Angeles,Artesia High,NOT_economic_disadv,444.0,288.0,156.0,370.1,50.6,126.5
1210,Los Angeles,Aspire Ollin University Preparatory Academy,All,904.0,497.0,407.0,309.8,77.5,
1211,Los Angeles,Aspire Ollin University Preparatory Academy,Economic_disadv,876.0,482.0,394.0,309.3,71.5,
1212,Los Angeles,Aspire Ollin University Preparatory Academy,NOT_economic_disadv,8.0,0.0,0.0,341.2,12.0,
1213,Los Angeles,Aspire Pacific Academy,All,228.0,152.0,76.0,344.0,58.6666666667,176.0
1214,Los Angeles,Aspire Pacific Academy,Economic_disadv,216.0,142.0,74.0,345.2,84.5,169.0
1215,Los Angeles,Aspire Pacific Academy,NOT_economic_disadv,8.0,0.0,0.0,,3.5,7.0
1216,Los Angeles,Assurance Learning Academy,All,210.0,66.0,144.0,293.866666667,77.2,232.0
1217,Los Angeles,Assurance Learning Academy,Economic_disadv,194.0,57.0,137.0,291.766666667,85.25,209.0
1218,Los Angeles,Assurance Learning Academy,NOT_economic_disadv,10.0,,,310.333333333,14.6666666667,20.0
1219,Los Angeles,Avalon High,All,34.0,,,306.75,23.0,45.0
1220,Los Angeles,Avalon High,Economic_disadv,32.0,,,306.2,21.0,39.0
1221,Los Angeles,Avalon High,NOT_economic_disadv,0.0,0.0,0.0,,2.0,6.0
1222,Los Angeles,Avalon K-12,All,254.0,181.0,73.0,343.15,31.6666666667,380.0
1223,Los Angeles,Avalon K-12,Economic_disadv,174.0,117.0,57.0,326.5,20.0,276.0
1224,Los Angeles,Avalon K-12,NOT_economic_disadv,46.0,26.0,4.0,370.3,17.5,104.0
1225,Los Angeles,Aveson Global Leadership Academy,All,336.0,175.0,161.0,352.55,32.0,285.0
1226,Los Angeles,Aveson Global Leadership Academy,Economic_disadv,0.0,0.0,0.0,352.0,16.5,107.0
1227,Los Angeles,Aveson Global Leadership Academy,NOT_economic_disadv,0.0,0.0,0.0,356.05,30.0,178.0
1228,Los Angeles,Azusa High,All,1914.0,1020.0,894.0,310.66,197.6,453.666666667
1229,Los Angeles,Azusa High,Economic_disadv,1006.0,547.0,459.0,308.14,164.2,368.0
1230,Los Angeles,Azusa High,NOT_economic_disadv,222.0,113.0,109.0,337.266666667,54.3333333333,95.5
1231,Los Angeles,Baldwin Park High,All,3064.0,1928.0,1136.0,326.96,260.833333333,762.0
1232,Los Angeles,Baldwin Park High,Economic_disadv,1678.0,1063.0,615.0,326.76,197.166666667,459.0
1233,Los Angeles,Baldwin Park High,NOT_economic_disadv,166.0,100.0,66.0,343.866666667,76.2,303.0
1234,Los Angeles,Bassett Senior High,All,1576.0,862.0,714.0,322.4,96.75,401.4
1235,Los Angeles,Bassett Senior High,Economic_disadv,938.0,522.0,416.0,321.8,116.0,371.6
1236,Los Angeles,Bassett Senior High,NOT_economic_disadv,158.0,75.0,83.0,329.266666667,16.75,26.3333333333
1237,Los Angeles,Beach High-Intensive Learning Program,All,2.0,,,284.1,82.0,155.0
1238,Los Angeles,Beach High-Intensive Learning Program,Economic_disadv,2.0,,,283.7,70.5,133.0
1239,Los Angeles,Beach High-Intensive Learning Program,NOT_economic_disadv,0.0,0.0,0.0,286.45,11.5,22.0
1240,Los Angeles,Bell Gardens High,All,4176.0,2071.0,2105.0,305.366666667,363.5,1073.0
1241,Los Angeles,Bell Gardens High,Economic_disadv,3900.0,1944.0,1956.0,304.75,345.5,1024.5
1242,Los Angeles,Bell Gardens High,NOT_economic_disadv,40.0,17.0,7.0,336.233333333,21.6,48.5
1243,Los Angeles,Bell Senior High,All,5330.0,2610.0,2720.0,324.15,350.833333333,987.333333333
1244,Los Angeles,Bell Senior High,Economic_disadv,5214.0,2561.0,2653.0,329.366666667,476.25,900.666666667
1245,Los Angeles,Bell Senior High,NOT_economic_disadv,30.0,20.0,10.0,327.466666667,47.25,86.6666666667
1246,Los Angeles,Bellflower Alternative Education Center,All,34.0,,,,3.75,16.0
1247,Los Angeles,Bellflower Alternative Education Center,Economic_disadv,32.0,,,,2.0,7.0
1248,Los Angeles,Bellflower Alternative Education Center,NOT_economic_disadv,2.0,0.0,0.0,,2.5,9.0
1249,Los Angeles,Bellflower High,All,2578.0,1405.0,1173.0,337.216666667,225.833333333,1350.0
1250,Los Angeles,Bellflower High,Economic_disadv,1422.0,772.0,650.0,335.616666667,184.333333333,1132.0
1251,Los Angeles,Bellflower High,NOT_economic_disadv,268.0,148.0,120.0,360.133333333,48.6,218.0
1252,Los Angeles,Belmont Senior High,All,1496.0,758.0,738.0,312.05,93.4285714286,247.5
1253,Los Angeles,Belmont Senior High,Economic_disadv,1490.0,754.0,736.0,323.666666667,109.6,205.0
1254,Los Angeles,Belmont Senior High,NOT_economic_disadv,6.0,0.0,0.0,318.733333333,30.6666666667,43.0
1255,Los Angeles,Benjamin Franklin Senior High,All,2320.0,1390.0,930.0,326.3,127.375,440.8
1256,Los Angeles,Benjamin Franklin Senior High,Economic_disadv,2050.0,1233.0,817.0,326.05,151.166666667,388.0
1257,Los Angeles,Benjamin Franklin Senior High,NOT_economic_disadv,116.0,67.0,49.0,340.166666667,26.5,66.6666666667
1258,Los Angeles,Berenece Carlson Home Hospital,All,44.0,14.0,30.0,325.85,14.5,188.0
1259,Los Angeles,Beverly Hills High,All,2106.0,1630.0,476.0,406.133333333,229.0,518.333333333
1260,Los Angeles,Beverly Hills High,Economic_disadv,134.0,88.0,46.0,390.866666667,23.0,36.3333333333
1261,Los Angeles,Beverly Hills High,NOT_economic_disadv,1222.0,938.0,284.0,407.266666667,261.25,482.0
1262,Los Angeles,Birmingham Community Charter High,All,3972.0,2241.0,1731.0,323.975,415.0,1612.0
1263,Los Angeles,Birmingham Community Charter High,Economic_disadv,1028.0,555.0,473.0,322.7,365.5,1385.0
1264,Los Angeles,Birmingham Community Charter High,NOT_economic_disadv,0.0,0.0,0.0,364.35,98.5,227.0
1265,Los Angeles,Blair High,All,932.0,601.0,331.0,327.1,75.5,480.0
1266,Los Angeles,Blair High,Economic_disadv,660.0,415.0,245.0,326.4,66.4,345.0
1267,Los Angeles,Blair High,NOT_economic_disadv,190.0,131.0,59.0,362.066666667,28.75,122.333333333
1268,Los Angeles,Bonita High,All,2914.0,2045.0,869.0,398.1,240.0,727.5
1269,Los Angeles,Bonita High,Economic_disadv,586.0,374.0,212.0,375.833333333,81.6,203.0
1270,Los Angeles,Bonita High,NOT_economic_disadv,1284.0,938.0,346.0,406.833333333,258.0,471.0
1271,Los Angeles,Boyle Heights Continuation,All,36.0,,,296.366666667,15.6666666667,28.0
1272,Los Angeles,Boyle Heights Continuation,Economic_disadv,26.0,,,296.433333333,12.6666666667,21.5
1273,Los Angeles,Boyle Heights Continuation,NOT_economic_disadv,0.0,0.0,0.0,,3.0,6.5
1274,Los Angeles,Bridges Community Day,All,2.0,,,,2.75,9.33333333333
1275,Los Angeles,Bridges Community Day,Economic_disadv,2.0,,,,1.66666666667,7.66666666667
1276,Los Angeles,Bright Star Secondary Charter Academy,All,956.0,604.0,352.0,375.75,73.25,270.0
1277,Los Angeles,Bright Star Secondary Charter Academy,Economic_disadv,928.0,587.0,341.0,376.35,91.3333333333,255.0
1278,Los Angeles,Bright Star Secondary Charter Academy,NOT_economic_disadv,18.0,,,,9.0,15.0
1279,Los Angeles,Buena Vista High,All,14.0,,,305.1,8.5,69.6666666667
1280,Los Angeles,Buena Vista High,Economic_disadv,10.0,,,,5.33333333333,39.6666666667
1281,Los Angeles,Buena Vista High,NOT_economic_disadv,0.0,0.0,0.0,,3.0,45.0
1282,Los Angeles,Burbank High,All,3022.0,2095.0,927.0,364.02,379.2,826.0
1283,Los Angeles,Burbank High,Economic_disadv,848.0,555.0,293.0,354.64,152.0,329.666666667
1284,Los Angeles,Burbank High,NOT_economic_disadv,1256.0,923.0,333.0,371.08,227.2,496.333333333
1285,Los Angeles,Burbank USD Community Day,All,4.0,,,325.2,11.0,11.0
1286,Los Angeles,Burbank USD Community Day,Economic_disadv,2.0,,,,7.0,7.0
1287,Los Angeles,Burbank USD Community Day,NOT_economic_disadv,0.0,0.0,0.0,,4.0,4.0
1288,Los Angeles,Burroughs High,All,3804.0,2584.0,1220.0,378.216666667,327.333333333,920.0
1289,Los Angeles,Burroughs High,Economic_disadv,1352.0,837.0,515.0,365.683333333,104.5,298.5
1290,Los Angeles,Burroughs High,NOT_economic_disadv,2254.0,1621.0,633.0,385.1,222.833333333,621.5
1291,Los Angeles,CDS Secondary,All,140.0,46.0,94.0,281.1,18.0,76.0
1292,Los Angeles,CDS Secondary,Economic_disadv,126.0,40.0,86.0,281.3,13.5,64.0
1293,Los Angeles,CDS Secondary,NOT_economic_disadv,6.0,0.0,0.0,,4.5,12.0
1294,Los Angeles,Cabrillo High,All,3898.0,2396.0,1502.0,316.85,409.8,1072.66666667
1295,Los Angeles,Cabrillo High,Economic_disadv,3420.0,2086.0,1334.0,316.725,350.4,886.333333333
1296,Los Angeles,Cabrillo High,NOT_economic_disadv,206.0,146.0,60.0,331.8,98.6666666667,162.5
1297,Los Angeles,Cal Burke High,All,108.0,56.0,32.0,301.466666667,28.0,54.6666666667
1298,Los Angeles,Cal Burke High,Economic_disadv,104.0,53.0,31.0,300.533333333,30.5,49.3333333333
1299,Los Angeles,Cal Burke High,NOT_economic_disadv,2.0,0.0,0.0,308.3,5.66666666667,6.0
1300,Los Angeles,Calabasas High,All,1688.0,1283.0,405.0,390.6,429.666666667,490.5
1301,Los Angeles,Calabasas High,Economic_disadv,96.0,69.0,27.0,359.866666667,32.0,31.5
1302,Los Angeles,Calabasas High,NOT_economic_disadv,30.0,24.0,6.0,392.9,397.666666667,459.0
1303,Los Angeles,California High,All,4296.0,2435.0,1861.0,353.4,685.333333333,1073.5
1304,Los Angeles,California High,Economic_disadv,0.0,0.0,0.0,349.066666667,548.333333333,868.0
1305,Los Angeles,California High,NOT_economic_disadv,0.0,0.0,0.0,371.166666667,137.0,205.5
1306,Los Angeles,California Virtual Academy @ Los Angeles,All,1030.0,530.0,500.0,340.3,162.75,2234.0
1307,Los Angeles,California Virtual Academy @ Los Angeles,Economic_disadv,526.0,238.0,288.0,331.0,120.0,1298.0
1308,Los Angeles,California Virtual Academy @ Los Angeles,NOT_economic_disadv,188.0,103.0,85.0,352.1,96.3333333333,936.0
1309,Los Angeles,Camino Nuevo Charter Academy,All,0.0,0.0,0.0,,1.0,
1310,Los Angeles,Camino Nuevo Charter High,All,516.0,226.0,290.0,315.866666667,44.4,76.0
1311,Los Angeles,Camino Nuevo Charter High,Economic_disadv,480.0,216.0,264.0,315.833333333,42.0,72.5
1312,Los Angeles,Camino Nuevo Charter High,NOT_economic_disadv,24.0,,,,2.5,3.5
1313,Los Angeles,Camino Nuevo High No. 2,All,698.0,341.0,357.0,362.9,58.0,172.5
1314,Los Angeles,Camino Nuevo High No. 2,Economic_disadv,674.0,325.0,349.0,362.966666667,67.6,168.5
1315,Los Angeles,Camino Nuevo High No. 2,NOT_economic_disadv,24.0,,,,2.5,4.0
1316,Los Angeles,Canoga Park Senior High,All,2382.0,1286.0,1096.0,315.775,142.714285714,454.5
1317,Los Angeles,Canoga Park Senior High,Economic_disadv,1288.0,693.0,595.0,315.05,137.666666667,377.5
1318,Los Angeles,Canoga Park Senior High,NOT_economic_disadv,86.0,51.0,35.0,334.3,32.2,77.0
1319,Los Angeles,Canyon High,All,3030.0,1938.0,1092.0,367.05,291.666666667,875.5
1320,Los Angeles,Canyon High,Economic_disadv,610.0,305.0,305.0,349.433333333,133.0,312.0
1321,Los Angeles,Canyon High,NOT_economic_disadv,668.0,443.0,225.0,382.0,214.6,563.5
1322,Los Angeles,Carson Senior High,All,2438.0,1239.0,1199.0,325.78,197.333333333,563.5
1323,Los Angeles,Carson Senior High,Economic_disadv,1854.0,949.0,905.0,325.875,164.4,385.0
1324,Los Angeles,Carson Senior High,NOT_economic_disadv,256.0,134.0,122.0,334.033333333,71.2,178.5
1325,Los Angeles,Centennial High,All,1150.0,439.0,711.0,292.75,134.0,354.0
1326,Los Angeles,Centennial High,Economic_disadv,646.0,241.0,405.0,297.333333333,148.5,295.666666667
1327,Los Angeles,Centennial High,NOT_economic_disadv,92.0,38.0,54.0,298.966666667,18.5,58.3333333333
1328,Los Angeles,Centinela Valley Independent Study,All,8.0,,,302.05,14.0,53.0
1329,Los Angeles,Centinela Valley Independent Study,Economic_disadv,2.0,,,,8.0,33.0
1330,Los Angeles,Centinela Valley Independent Study,NOT_economic_disadv,2.0,0.0,0.0,,6.0,20.0
1331,Los Angeles,Central City Value,All,660.0,318.0,342.0,354.0,72.4,159.333333333
1332,Los Angeles,Central City Value,Economic_disadv,2.0,0.0,0.0,353.633333333,84.5,149.0
1333,Los Angeles,Central City Value,NOT_economic_disadv,0.0,0.0,0.0,,6.0,11.0
1334,Los Angeles,Central High,All,378.0,175.0,203.0,288.9,61.1666666667,141.0
1335,Los Angeles,Central High,Economic_disadv,348.0,159.0,189.0,290.233333333,61.0,116.0
1336,Los Angeles,Central High,NOT_economic_disadv,2.0,0.0,0.0,278.3,14.5,31.3333333333
1337,Los Angeles,Central Juvenile Hall,All,122.0,67.0,55.0,279.5,22.75,50.3333333333
1338,Los Angeles,Central Juvenile Hall,Economic_disadv,98.0,46.0,52.0,280.0,19.0,39.3333333333
1339,Los Angeles,Central Juvenile Hall,NOT_economic_disadv,0.0,0.0,0.0,277.1,7.0,16.0
1340,Los Angeles,Cerritos High,All,2960.0,2184.0,776.0,369.825,258.666666667,784.0
1341,Los Angeles,Cerritos High,Economic_disadv,518.0,357.0,161.0,371.333333333,83.6,222.0
1342,Los Angeles,Cerritos High,NOT_economic_disadv,2052.0,1545.0,507.0,394.933333333,223.8,562.0
1343,Los Angeles,Charter Oak High,All,2494.0,1766.0,728.0,329.083333333,211.0,630.5
1344,Los Angeles,Charter Oak High,Economic_disadv,1310.0,906.0,404.0,327.575,82.3333333333,164.0
1345,Los Angeles,Charter Oak High,NOT_economic_disadv,4.0,,,367.2,153.6,466.5
1346,Los Angeles,Chatsworth Charter High,All,2958.0,1546.0,1412.0,340.1,518.0,772.0
1347,Los Angeles,Chatsworth Charter High,Economic_disadv,2018.0,1008.0,1010.0,333.9,335.666666667,492.0
1348,Los Angeles,Chatsworth Charter High,NOT_economic_disadv,600.0,344.0,256.0,351.5,182.333333333,280.0
1349,Los Angeles,Cheviot Hills Continuation,All,30.0,,,304.8,30.6666666667,42.5
1350,Los Angeles,Cheviot Hills Continuation,Economic_disadv,6.0,,,306.4,20.0,28.0
1351,Los Angeles,Cheviot Hills Continuation,NOT_economic_disadv,2.0,,,299.4,11.0,14.5
1352,Los Angeles,City Honors College Preparatory Academy,All,178.0,101.0,77.0,331.8,72.0,122.0
1353,Los Angeles,City Honors College Preparatory Academy,Economic_disadv,178.0,101.0,77.0,335.4,42.5,79.0
1354,Los Angeles,City of Angels,All,1352.0,668.0,684.0,307.6,410.0,529.0
1355,Los Angeles,City of Angels,Economic_disadv,948.0,475.0,473.0,305.8,252.0,328.0
1356,Los Angeles,City of Angels,NOT_economic_disadv,188.0,94.0,94.0,310.6,158.0,201.0
1357,Los Angeles,Claremont High,All,3658.0,2932.0,726.0,385.4,294.833333333,822.5
1358,Los Angeles,Claremont High,Economic_disadv,1172.0,859.0,313.0,361.966666667,112.8,259.0
1359,Los Angeles,Claremont High,NOT_economic_disadv,2272.0,1908.0,364.0,396.366666667,239.6,563.5
1360,Los Angeles,Clear Passage Educational Center,All,30.0,9.0,21.0,,9.0,
1361,Los Angeles,College View,All,0.0,0.0,0.0,,0.5,5.0
1362,Los Angeles,College View,NOT_economic_disadv,0.0,0.0,0.0,,0.0,2.0
1363,Los Angeles,Community Collaborative Charter,All,56.0,38.0,18.0,340.1,54.0,
1364,Los Angeles,Community Collaborative Charter,Economic_disadv,12.0,,,335.8,30.0,
1365,Los Angeles,Community Collaborative Charter,NOT_economic_disadv,44.0,29.0,15.0,345.5,24.0,
1366,Los Angeles,Community Day,All,58.0,9.0,15.0,,4.0,8.0
1367,Los Angeles,Community Day,Economic_disadv,42.0,8.0,14.0,,4.0,7.0
1368,Los Angeles,Compton Community Day High,All,30.0,,,273.6,8.0,11.0
1369,Los Angeles,Compton Community Day High,Economic_disadv,16.0,,,,3.0,9.0
1370,Los Angeles,Compton Community Day High,NOT_economic_disadv,4.0,0.0,0.0,,1.0,2.0
1371,Los Angeles,Compton High,All,2726.0,1166.0,1560.0,302.5,187.625,693.2
1372,Los Angeles,Compton High,Economic_disadv,1484.0,640.0,844.0,302.5,228.333333333,627.0
1373,Los Angeles,Compton High,NOT_economic_disadv,130.0,53.0,77.0,303.1,19.1666666667,66.2
1374,Los Angeles,Covina High,All,1938.0,1314.0,624.0,347.7,169.666666667,489.5
1375,Los Angeles,Covina High,Economic_disadv,898.0,583.0,315.0,342.083333333,122.666666667,348.5
1376,Los Angeles,Covina High,NOT_economic_disadv,550.0,402.0,148.0,372.166666667,55.6,141.0
1377,Los Angeles,Crenshaw Arts-Technology Charter High,All,238.0,109.0,129.0,313.3,27.5,60.0
1378,Los Angeles,Crenshaw Arts-Technology Charter High,Economic_disadv,230.0,107.0,123.0,319.1,17.0,18.0
1379,Los Angeles,Crenshaw Arts-Technology Charter High,NOT_economic_disadv,8.0,0.0,0.0,296.2,17.0,42.0
1380,Los Angeles,Crescenta Valley High,All,3614.0,2785.0,829.0,394.466666667,327.5,1006.5
1381,Los Angeles,Crescenta Valley High,Economic_disadv,414.0,288.0,126.0,368.1,72.0,164.5
1382,Los Angeles,Crescenta Valley High,NOT_economic_disadv,2794.0,2201.0,593.0,400.2,320.4,842.0
1383,Los Angeles,Culver City High,All,3002.0,2428.0,574.0,381.5,257.666666667,754.5
1384,Los Angeles,Culver City High,Economic_disadv,1188.0,900.0,288.0,361.833333333,124.6,324.5
1385,Los Angeles,Culver City High,NOT_economic_disadv,1742.0,1476.0,266.0,394.733333333,183.6,430.0
1386,Los Angeles,Da Vinci Design,All,870.0,468.0,402.0,321.533333333,75.2,188.0
1387,Los Angeles,Da Vinci Design,Economic_disadv,334.0,153.0,181.0,313.833333333,68.3333333333,96.0
1388,Los Angeles,Da Vinci Design,NOT_economic_disadv,302.0,159.0,143.0,330.4,34.2,92.0
1389,Los Angeles,Da Vinci Science,All,740.0,467.0,273.0,336.1,76.0,186.0
1390,Los Angeles,Da Vinci Science,Economic_disadv,338.0,196.0,142.0,323.6,36.4,87.5
1391,Los Angeles,Da Vinci Science,NOT_economic_disadv,264.0,188.0,76.0,347.866666667,39.6,98.5
1392,Los Angeles,Daniel Pearl Journalism & Communications Magnet,All,596.0,394.0,202.0,358.6,82.0,
1393,Los Angeles,Daniel Pearl Journalism & Communications Magnet,Economic_disadv,346.0,216.0,130.0,349.2,44.0,
1394,Los Angeles,Daniel Pearl Journalism & Communications Magnet,NOT_economic_disadv,66.0,35.0,19.0,369.4,38.0,
1395,Los Angeles,David Starr Jordan Senior High,All,950.0,363.0,587.0,300.7,62.5,207.0
1396,Los Angeles,David Starr Jordan Senior High,Economic_disadv,592.0,256.0,336.0,305.35,68.0,154.0
1397,Los Angeles,David Starr Jordan Senior High,NOT_economic_disadv,0.0,0.0,0.0,276.55,18.5,53.0
1398,Los Angeles,Desert Sands Charter,All,638.0,251.0,387.0,307.3,169.0,500.5
1399,Los Angeles,Desert Sands Charter,Economic_disadv,450.0,191.0,259.0,301.966666667,168.4,407.5
1400,Los Angeles,Desert Sands Charter,NOT_economic_disadv,76.0,33.0,43.0,333.133333333,42.0,103.333333333
1401,Los Angeles,Desert Winds Continuation High,All,14.0,,,287.25,60.6666666667,478.0
1402,Los Angeles,Desert Winds Continuation High,Economic_disadv,8.0,,,285.9,51.0,341.0
1403,Los Angeles,Desert Winds Continuation High,NOT_economic_disadv,2.0,0.0,0.0,294.65,9.66666666667,137.0
1404,Los Angeles,Diamond Bar High,All,3426.0,2597.0,829.0,405.233333333,755.0,1100.0
1405,Los Angeles,Diamond Bar High,Economic_disadv,274.0,220.0,54.0,375.366666667,88.6666666667,128.5
1406,Los Angeles,Diamond Bar High,NOT_economic_disadv,1906.0,1561.0,345.0,409.233333333,666.333333333,971.5
1407,Los Angeles,Diamond Ranch High,All,2290.0,1639.0,651.0,366.2,211.166666667,641.5
1408,Los Angeles,Diamond Ranch High,Economic_disadv,1274.0,894.0,380.0,355.0,143.4,338.5
1409,Los Angeles,Diamond Ranch High,NOT_economic_disadv,918.0,682.0,236.0,381.166666667,109.4,303.0
1410,Los Angeles,Diane S. Leichman Special Education Center,All,16.0,,,,0.0,
1411,Los Angeles,Discovery Charter Preparatory #2,All,102.0,42.0,60.0,314.4,49.0,
1412,Los Angeles,Discovery Charter Preparatory #2,Economic_disadv,102.0,42.0,60.0,314.0,47.0,
1413,Los Angeles,Discovery Charter Preparatory No. 2,All,186.0,98.0,88.0,321.8,90.0,153.0
1414,Los Angeles,Dominguez High,All,2832.0,1113.0,1719.0,295.06,216.142857143,737.5
1415,Los Angeles,Dominguez High,Economic_disadv,1656.0,662.0,994.0,295.7,273.6,648.5
1416,Los Angeles,Dominguez High,NOT_economic_disadv,150.0,61.0,89.0,315.9,26.2,89.0
1417,Los Angeles,Dorothy V. Johnson Community Day,All,94.0,16.0,58.0,276.45,27.5,38.0
1418,Los Angeles,Dorothy V. Johnson Community Day,Economic_disadv,86.0,15.0,55.0,278.85,22.0,28.0
1419,Los Angeles,Dorothy V. Johnson Community Day,NOT_economic_disadv,0.0,0.0,0.0,,8.0,10.0
1420,Los Angeles,Downey High,All,4048.0,2624.0,1424.0,341.3,522.666666667,1569.5
1421,Los Angeles,Downey High,Economic_disadv,1436.0,936.0,500.0,349.325,441.4,1072.0
1422,Los Angeles,Downey High,NOT_economic_disadv,1176.0,791.0,385.0,373.933333333,185.6,497.5
1423,Los Angeles,Downtown Business High,All,1906.0,1081.0,825.0,382.833333333,232.333333333,314.5
1424,Los Angeles,Downtown Business High,Economic_disadv,1326.0,733.0,593.0,381.9,189.666666667,258.5
1425,Los Angeles,Downtown Business High,NOT_economic_disadv,0.0,0.0,0.0,389.8,42.6666666667,56.0
1426,Los Angeles,Dr. Maya Angelou Community High,All,1374.0,508.0,866.0,306.9,87.4,387.0
1427,Los Angeles,Dr. Maya Angelou Community High,Economic_disadv,1374.0,508.0,866.0,307.5,118.333333333,289.0
1428,Los Angeles,Dr. Maya Angelou Community High,NOT_economic_disadv,0.0,0.0,0.0,303.05,35.5,98.0
1429,Los Angeles,Duarte High,All,1412.0,1041.0,371.0,320.316666667,119.833333333,355.5
1430,Los Angeles,Duarte High,Economic_disadv,702.0,511.0,191.0,316.016666667,90.8333333333,264.5
1431,Los Angeles,Duarte High,NOT_economic_disadv,188.0,147.0,41.0,377.5,34.6,91.0
1432,Los Angeles,Eagle Rock High,All,2628.0,1660.0,968.0,344.725,208.666666667,1168.5
1433,Los Angeles,Eagle Rock High,Economic_disadv,1090.0,667.0,423.0,338.85,148.2,708.0
1434,Los Angeles,Eagle Rock High,NOT_economic_disadv,206.0,131.0,75.0,371.433333333,100.4,460.5
1435,Los Angeles,Eagle Tree Continuation,All,40.0,12.0,12.0,286.0,10.3333333333,15.5
1436,Los Angeles,Eagle Tree Continuation,Economic_disadv,28.0,,,287.2,9.0,12.0
1437,Los Angeles,Eagle Tree Continuation,NOT_economic_disadv,2.0,0.0,0.0,,2.0,3.5
1438,Los Angeles,East Los Angeles County Community,All,52.0,35.0,17.0,283.05,24.5,58.0
1439,Los Angeles,East Los Angeles County Community,Economic_disadv,52.0,35.0,17.0,281.8,23.0,48.0
1440,Los Angeles,East Los Angeles County Community,NOT_economic_disadv,0.0,0.0,0.0,,3.0,10.0
1441,Los Angeles,East Valley Senior High,All,1084.0,649.0,435.0,310.85,59.4,333.0
1442,Los Angeles,East Valley Senior High,Economic_disadv,1064.0,635.0,429.0,311.65,62.25,273.0
1443,Los Angeles,East Valley Senior High,NOT_economic_disadv,0.0,0.0,0.0,306.65,14.0,60.0
1444,Los Angeles,Eastside High,All,3632.0,2095.0,1537.0,318.533333333,212.125,733.2
1445,Los Angeles,Eastside High,Economic_disadv,2112.0,1153.0,959.0,315.8,236.666666667,606.0
1446,Los Angeles,Eastside High,NOT_economic_disadv,520.0,330.0,190.0,333.166666667,68.0,146.666666667
1447,Los Angeles,Edgewood High,All,1396.0,807.0,589.0,366.933333333,112.166666667,301.0
1448,Los Angeles,Edgewood High,Economic_disadv,900.0,514.0,386.0,361.266666667,90.2,212.0
1449,Los Angeles,Edgewood High,NOT_economic_disadv,322.0,195.0,127.0,378.8,53.75,101.0
1450,Los Angeles,Educational Partnership High,All,14.0,,,295.133333333,93.0,231.0
1451,Los Angeles,Educational Partnership High,Economic_disadv,12.0,,,289.966666667,53.0,123.5
1452,Los Angeles,Educational Partnership High,NOT_economic_disadv,0.0,0.0,0.0,302.866666667,40.0,107.5
