,County_Name,School_Name,Subgroup,Number_Students_Total,Number_Students_Healthy,Number_Students_Unhealthy,Mean_Academic_Test_Score,Students_Tested_Academic,Total_Tested_At_Subgroup_Level_Academic
3329,Sacramento,Elk Grove High,NOT_economic_disadv,1418.0,1020.0,398.0,381.35,152.5,276.6
3330,Sacramento,Elwood J. Keema High,All,100.0,46.0,40.0,304.3,34.4,120.5
3331,Sacramento,Elwood J. Keema High,Economic_disadv,82.0,35.0,35.0,300.975,29.8,98.0
3332,Sacramento,Elwood J. Keema High,NOT_economic_disadv,16.0,,,,5.66666666667,17.0
3333,Sacramento,Encina Preparatory High,All,706.0,261.0,445.0,299.65,72.5714285714,335.8
3334,Sacramento,Encina Preparatory High,Economic_disadv,456.0,175.0,281.0,299.875,72.8333333333,281.6
3335,Sacramento,Encina Preparatory High,NOT_economic_disadv,4.0,0.0,0.0,301.2,20.6666666667,61.6666666667
3336,Sacramento,Florin High,All,2338.0,1644.0,694.0,325.025,181.125,482.0
3337,Sacramento,Florin High,Economic_disadv,2338.0,1644.0,694.0,326.085714286,168.625,441.666666667
3338,Sacramento,Florin High,NOT_economic_disadv,0.0,0.0,0.0,353.75,20.0,45.5
3339,Sacramento,Folsom High,All,3472.0,2573.0,899.0,407.275,296.428571429,627.4
3340,Sacramento,Folsom High,Economic_disadv,444.0,298.0,146.0,375.85,70.25,91.6666666667
3341,Sacramento,Folsom High,NOT_economic_disadv,2854.0,2152.0,702.0,412.2,298.666666667,542.8
3342,Sacramento,Foothill High,All,1670.0,855.0,815.0,313.614285714,125.0,322.333333333
3343,Sacramento,Foothill High,Economic_disadv,1368.0,687.0,681.0,311.128571429,116.142857143,258.666666667
3344,Sacramento,Foothill High,NOT_economic_disadv,258.0,144.0,114.0,341.0,29.8333333333,54.6
3345,Sacramento,Franklin High,All,3740.0,2999.0,741.0,380.2,338.375,905.0
3346,Sacramento,Franklin High,Economic_disadv,1442.0,1112.0,330.0,361.65,146.285714286,342.0
3347,Sacramento,Franklin High,NOT_economic_disadv,2228.0,1825.0,403.0,391.5,240.0,563.0
3348,Sacramento,Futures High,All,740.0,551.0,189.0,382.025,74.3333333333,125.2
3349,Sacramento,Futures High,Economic_disadv,590.0,448.0,142.0,376.35,62.8333333333,108.6
3350,Sacramento,Futures High,NOT_economic_disadv,146.0,99.0,47.0,414.6,17.25,19.6666666667
3351,Sacramento,Galt High,All,1456.0,754.0,702.0,339.55,118.5,313.0
3352,Sacramento,Galt High,Economic_disadv,462.0,257.0,205.0,336.7,97.2857142857,223.333333333
3353,Sacramento,Galt High,NOT_economic_disadv,448.0,243.0,205.0,372.0,44.1666666667,81.0
3354,Sacramento,Gerber Jr./Sr. High,All,64.0,17.0,37.0,277.2,10.0,26.0
3355,Sacramento,Gerber Jr./Sr. High,Economic_disadv,26.0,,,265.4,8.0,15.3333333333
3356,Sacramento,Gerber Jr./Sr. High,NOT_economic_disadv,0.0,0.0,0.0,,2.66666666667,10.6666666667
3357,Sacramento,Global Youth Charter,All,70.0,21.0,31.0,353.333333333,15.5,40.6666666667
3358,Sacramento,Global Youth Charter,Economic_disadv,36.0,,,346.6,10.0,27.0
3359,Sacramento,Global Youth Charter,NOT_economic_disadv,34.0,,,,6.66666666667,13.6666666667
3360,Sacramento,Grant Union High,All,3030.0,1624.0,1406.0,312.266666667,250.0,574.0
3361,Sacramento,Grant Union High,Economic_disadv,2706.0,1431.0,1275.0,311.766666667,263.333333333,477.0
3362,Sacramento,Grant Union High,NOT_economic_disadv,280.0,169.0,111.0,328.825,24.2857142857,60.3333333333
3363,Sacramento,Heritage Peak Charter,All,638.0,323.0,315.0,344.9,66.0,404.0
3364,Sacramento,Heritage Peak Charter,Economic_disadv,394.0,191.0,203.0,333.025,48.8571428571,239.333333333
3365,Sacramento,Heritage Peak Charter,NOT_economic_disadv,232.0,123.0,109.0,370.4,25.2857142857,164.666666667
3366,Sacramento,Highlands High,All,1160.0,599.0,561.0,343.0,99.0,268.666666667
3367,Sacramento,Highlands High,Economic_disadv,1012.0,514.0,498.0,340.425,101.285714286,237.0
3368,Sacramento,Highlands High,NOT_economic_disadv,134.0,80.0,54.0,367.7,19.25,31.6666666667
3369,Sacramento,Hiram W. Johnson High,All,1632.0,789.0,843.0,342.666666667,238.0,649.0
3370,Sacramento,Hiram W. Johnson High,Economic_disadv,1378.0,677.0,701.0,343.0,209.666666667,589.0
3371,Sacramento,Hiram W. Johnson High,NOT_economic_disadv,198.0,89.0,109.0,348.35,42.5,60.0
3372,Sacramento,Home/hospital and independent study,All,6.0,,,,2.0,4.5
3373,Sacramento,Home/hospital and independent study,NOT_economic_disadv,0.0,0.0,0.0,,2.0,4.0
3374,Sacramento,Inderkum High,All,2806.0,1730.0,1076.0,329.816666667,284.166666667,475.6
3375,Sacramento,Inderkum High,Economic_disadv,1438.0,834.0,604.0,340.675,155.166666667,256.8
3376,Sacramento,Inderkum High,NOT_economic_disadv,1142.0,758.0,384.0,367.325,129.0,218.8
3377,Sacramento,John F. Kennedy High,All,2222.0,1350.0,872.0,342.45,254.25,1039.0
3378,Sacramento,John F. Kennedy High,Economic_disadv,1412.0,794.0,618.0,330.85,199.666666667,559.0
3379,Sacramento,John F. Kennedy High,NOT_economic_disadv,636.0,447.0,189.0,359.05,136.333333333,480.0
3380,Sacramento,Katherine L. Albiani Middle,All,0.0,0.0,0.0,,6.0,
3381,Sacramento,Kinney High (Continuation),All,8.0,,,302.25,27.0,73.0
3382,Sacramento,Kinney High (Continuation),Economic_disadv,4.0,,,300.35,22.0,60.0
3383,Sacramento,Kinney High (Continuation),NOT_economic_disadv,0.0,0.0,0.0,,6.0,13.0
3384,Sacramento,Kit Carson Middle,All,158.0,54.0,104.0,330.3,41.0,
3385,Sacramento,Kit Carson Middle,Economic_disadv,78.0,16.0,42.0,325.1,33.0,
3386,Sacramento,Kitty Hawk,All,6.0,,,,4.0,11.0
3387,Sacramento,Kitty Hawk,Economic_disadv,4.0,,,,4.0,10.0
3388,Sacramento,La Vista Center,All,64.0,10.0,22.0,272.2,7.5,32.6666666667
3389,Sacramento,La Vista Center,Economic_disadv,42.0,9.0,19.0,,5.0,22.6666666667
3390,Sacramento,La Vista Center,NOT_economic_disadv,2.0,0.0,0.0,,2.0,10.0
3391,Sacramento,Laguna Creek High,All,2704.0,1807.0,897.0,354.65,241.857142857,541.666666667
3392,Sacramento,Laguna Creek High,Economic_disadv,1386.0,886.0,500.0,339.175,128.142857143,289.666666667
3393,Sacramento,Laguna Creek High,NOT_economic_disadv,1220.0,851.0,369.0,371.975,132.666666667,227.6
3394,Sacramento,Las Flores High (Alternative),All,118.0,48.0,70.0,328.2,52.0,156.0
3395,Sacramento,Las Flores High (Alternative),Economic_disadv,82.0,27.0,39.0,321.7,30.5,90.0
3396,Sacramento,Las Flores High (Alternative),NOT_economic_disadv,34.0,,,337.1,21.5,66.0
3397,Sacramento,Leroy Greene Academy,All,514.0,261.0,253.0,346.7,65.5,278.0
3398,Sacramento,Leroy Greene Academy,Economic_disadv,302.0,160.0,142.0,341.1,41.0,161.0
3399,Sacramento,Leroy Greene Academy,NOT_economic_disadv,194.0,92.0,102.0,356.75,24.5,117.0
3400,Sacramento,Liberty Ranch High,All,1800.0,1049.0,751.0,351.7,120.8,373.25
3401,Sacramento,Liberty Ranch High,Economic_disadv,346.0,156.0,190.0,333.216666667,58.5555555556,149.25
3402,Sacramento,Liberty Ranch High,NOT_economic_disadv,834.0,512.0,322.0,376.75,96.2857142857,233.666666667
3403,Sacramento,Luther Burbank High,All,1390.0,608.0,782.0,304.525,190.0,719.0
3404,Sacramento,Luther Burbank High,Economic_disadv,1100.0,478.0,622.0,306.1,214.0,581.0
3405,Sacramento,Luther Burbank High,NOT_economic_disadv,152.0,61.0,77.0,321.95,35.3333333333,138.0
3406,Sacramento,Mather Youth Academy,All,32.0,,,,5.5,32.0
3407,Sacramento,Mather Youth Academy,Economic_disadv,22.0,,,,3.0,27.0
3408,Sacramento,Mather Youth Academy,NOT_economic_disadv,8.0,0.0,0.0,,0.0,5.0
3409,Sacramento,Mesa Verde High,All,1456.0,804.0,652.0,344.883333333,111.0,300.0
3410,Sacramento,Mesa Verde High,Economic_disadv,726.0,382.0,344.0,340.216666667,81.5714285714,193.0
3411,Sacramento,Mesa Verde High,NOT_economic_disadv,144.0,84.0,60.0,361.85,44.5714285714,107.0
3412,Sacramento,Mira Loma High,All,2416.0,1538.0,878.0,378.375,202.375,543.0
3413,Sacramento,Mira Loma High,Economic_disadv,806.0,438.0,368.0,338.925,91.4285714286,201.666666667
3414,Sacramento,Mira Loma High,NOT_economic_disadv,528.0,378.0,150.0,404.675,139.571428571,341.333333333
3415,Sacramento,Monterey Trail High,All,3370.0,2561.0,809.0,357.15,540.25,716.333333333
3416,Sacramento,Monterey Trail High,Economic_disadv,1634.0,1253.0,381.0,352.275,409.5,545.0
3417,Sacramento,Monterey Trail High,NOT_economic_disadv,604.0,478.0,126.0,372.425,130.75,171.333333333
3418,Sacramento,Natomas Charter,All,738.0,511.0,227.0,398.5,135.75,608.666666667
3419,Sacramento,Natomas Charter,Economic_disadv,208.0,129.0,79.0,380.025,34.5,141.333333333
3420,Sacramento,Natomas Charter,NOT_economic_disadv,464.0,335.0,129.0,404.975,101.25,467.333333333
3421,Sacramento,Natomas High,All,1428.0,760.0,668.0,320.766666667,135.142857143,298.2
3422,Sacramento,Natomas High,Economic_disadv,950.0,530.0,420.0,325.1,119.166666667,222.8
3423,Sacramento,Natomas High,NOT_economic_disadv,366.0,177.0,189.0,326.8,38.0,75.4
3424,Sacramento,Natomas Pacific Pathways Prep,All,816.0,518.0,298.0,371.975,153.0,208.666666667
3425,Sacramento,Natomas Pacific Pathways Prep,Economic_disadv,234.0,139.0,95.0,362.025,65.0,87.3333333333
3426,Sacramento,Natomas Pacific Pathways Prep,NOT_economic_disadv,286.0,202.0,84.0,379.2,88.0,121.333333333
3427,Sacramento,New Technology High,All,242.0,149.0,93.0,322.4,52.1666666667,102.4
3428,Sacramento,New Technology High,Economic_disadv,194.0,118.0,76.0,316.35,39.0,71.6
3429,Sacramento,New Technology High,NOT_economic_disadv,26.0,19.0,7.0,347.4,14.4,30.8
3430,Sacramento,North Area Community,All,168.0,65.0,93.0,266.85,7.4,31.0
3431,Sacramento,North Area Community,Economic_disadv,116.0,45.0,69.0,,3.66666666667,18.3333333333
3432,Sacramento,North Area Community,NOT_economic_disadv,4.0,0.0,0.0,,4.33333333333,12.6666666667
3433,Sacramento,Options for Youth-San Juan,All,752.0,319.0,433.0,339.6,201.0,241.0
3434,Sacramento,Options for Youth-San Juan,Economic_disadv,396.0,173.0,223.0,337.6,144.0,169.0
3435,Sacramento,Options for Youth-San Juan,NOT_economic_disadv,180.0,82.0,98.0,344.7,57.0,72.0
3436,Sacramento,Palmiter Special Education,All,68.0,16.0,38.0,274.466666667,6.25,32.0
3437,Sacramento,Palmiter Special Education,Economic_disadv,48.0,,,,2.83333333333,15.0
3438,Sacramento,Palmiter Special Education,NOT_economic_disadv,0.0,0.0,0.0,,3.16666666667,17.0
3439,Sacramento,Paseo Grande Charter,All,4.0,,,294.6,11.0,
3440,Sacramento,Paseo Grande Charter,Economic_disadv,4.0,,,294.6,11.0,
3441,Sacramento,Pleasant Grove High,All,3810.0,2923.0,887.0,398.075,302.75,800.0
3442,Sacramento,Pleasant Grove High,Economic_disadv,1164.0,831.0,333.0,373.225,114.714285714,271.333333333
3443,Sacramento,Pleasant Grove High,NOT_economic_disadv,2424.0,1927.0,497.0,410.325,268.5,474.4
3444,Sacramento,Rio Americano High,All,2448.0,1778.0,670.0,370.92,186.5,491.666666667
3445,Sacramento,Rio Americano High,Economic_disadv,408.0,256.0,152.0,354.95,41.0,98.0
3446,Sacramento,Rio Americano High,NOT_economic_disadv,866.0,671.0,195.0,387.45,170.714285714,393.666666667
3447,Sacramento,Rio Linda High,All,2418.0,1418.0,1000.0,327.1,211.75,539.0
3448,Sacramento,Rio Linda High,Economic_disadv,1976.0,1162.0,814.0,323.1625,169.625,429.0
3449,Sacramento,Rio Linda High,NOT_economic_disadv,398.0,234.0,164.0,375.975,66.4,127.5
3450,Sacramento,Rio Vista High,All,572.0,339.0,233.0,344.425,50.4285714286,113.8
3451,Sacramento,Rio Vista High,Economic_disadv,286.0,155.0,131.0,338.875,27.1666666667,52.4
3452,Sacramento,Rio Vista High,NOT_economic_disadv,150.0,94.0,56.0,349.425,31.3333333333,61.4
3453,Sacramento,River Delta High/Elementary (Alternative),All,2.0,,,,5.0,
3454,Sacramento,Rosemont High,All,1682.0,967.0,715.0,326.1625,160.25,429.333333333
3455,Sacramento,Rosemont High,Economic_disadv,1270.0,743.0,527.0,322.8125,114.875,292.0
3456,Sacramento,Rosemont High,NOT_economic_disadv,298.0,157.0,141.0,352.575,51.1428571429,137.333333333
3457,Sacramento,Sacramento Charter High,All,1582.0,874.0,708.0,351.075,119.625,307.333333333
3458,Sacramento,Sacramento Charter High,Economic_disadv,1170.0,630.0,540.0,349.3,104.571428571,229.333333333
3459,Sacramento,Sacramento Charter High,NOT_economic_disadv,308.0,180.0,128.0,356.55,37.3333333333,67.2
3460,Sacramento,San Juan Choices Charter,All,66.0,29.0,37.0,333.95,28.1428571429,103.0
3461,Sacramento,San Juan Choices Charter,Economic_disadv,38.0,7.0,17.0,322.475,9.28571428571,36.6666666667
3462,Sacramento,San Juan Choices Charter,NOT_economic_disadv,6.0,0.0,0.0,339.875,26.4,75.5
3463,Sacramento,San Juan High,All,882.0,476.0,406.0,315.35,81.5,235.0
3464,Sacramento,San Juan High,Economic_disadv,486.0,291.0,195.0,314.4,70.5714285714,170.0
3465,Sacramento,San Juan High,NOT_economic_disadv,68.0,29.0,39.0,336.425,22.2857142857,65.0
3466,Sacramento,Sheldon High,All,3342.0,2559.0,783.0,378.675,286.0,782.0
3467,Sacramento,Sheldon High,Economic_disadv,2102.0,1574.0,528.0,367.25,207.285714286,486.0
3468,Sacramento,Sheldon High,NOT_economic_disadv,1120.0,896.0,224.0,398.375,167.0,331.5
3469,Sacramento,The MET,All,262.0,106.0,156.0,335.8,34.0,68.0
3470,Sacramento,The MET,Economic_disadv,138.0,52.0,86.0,332.7,20.0,40.0
3471,Sacramento,The MET,NOT_economic_disadv,70.0,33.0,35.0,340.1,14.0,28.0
3472,Sacramento,Valley High,All,2216.0,1124.0,1092.0,336.475,341.75,451.666666667
3473,Sacramento,Valley High,Economic_disadv,2216.0,1124.0,1092.0,336.625,323.25,426.0
3474,Sacramento,Valley High,NOT_economic_disadv,0.0,0.0,0.0,332.4,18.5,25.6666666667
3475,Sacramento,Visions In Education,All,1880.0,1152.0,728.0,337.45,285.857142857,1337.6
3476,Sacramento,Visions In Education,Economic_disadv,346.0,184.0,162.0,330.8,185.666666667,602.0
3477,Sacramento,Visions In Education,NOT_economic_disadv,632.0,379.0,253.0,345.475,147.666666667,735.6
3478,Sacramento,Vista del Lago High,All,2012.0,1630.0,382.0,405.7,361.0,369.0
3479,Sacramento,Vista del Lago High,Economic_disadv,122.0,79.0,27.0,381.7,28.0,29.0
3480,Sacramento,Vista del Lago High,NOT_economic_disadv,1820.0,1492.0,328.0,407.7,333.0,340.0
3481,Sacramento,Walnutwood High (Independent Study),All,24.0,,,350.4,38.5,88.0
3482,Sacramento,Walnutwood High (Independent Study),Economic_disadv,10.0,0.0,0.0,325.95,18.5,32.0
3483,Sacramento,Walnutwood High (Independent Study),NOT_economic_disadv,14.0,,,364.7,20.0,56.0
3484,Sacramento,West Campus,All,1298.0,1011.0,287.0,389.225,211.75,273.333333333
3485,Sacramento,West Campus,Economic_disadv,792.0,607.0,185.0,378.875,131.25,167.333333333
3486,Sacramento,West Campus,NOT_economic_disadv,276.0,226.0,50.0,406.325,80.5,106.0
3487,San Benito,Anzar High,All,514.0,307.0,207.0,352.733333333,45.1666666667,134.5
3488,San Benito,Anzar High,Economic_disadv,304.0,156.0,148.0,334.766666667,29.6,73.0
3489,San Benito,Anzar High,NOT_economic_disadv,134.0,93.0,41.0,374.833333333,29.5,66.3333333333
3490,San Benito,Pinnacles Community School,All,10.0,,,,3.0,
3491,San Benito,San Andreas Continuation High,All,18.0,,,311.066666667,28.6666666667,55.0
3492,San Benito,San Andreas Continuation High,Economic_disadv,8.0,,,306.9,15.6666666667,29.5
3493,San Benito,San Andreas Continuation High,NOT_economic_disadv,0.0,0.0,0.0,309.7,15.0,25.5
3494,San Benito,San Benito County Opportunity,All,102.0,19.0,63.0,,0.333333333333,41.5
3495,San Benito,San Benito County Opportunity,Economic_disadv,28.0,,,,0.5,26.5
3496,San Benito,San Benito High,All,4230.0,2542.0,1688.0,340.64,328.5,1012.0
3497,San Benito,San Benito High,Economic_disadv,1970.0,1101.0,869.0,328.62,206.4,497.5
3498,San Benito,San Benito High,NOT_economic_disadv,1656.0,1061.0,595.0,360.125,187.4,514.5
3499,San Bernardino,ASA Charter,All,94.0,29.0,47.0,307.7,11.0,47.0
3500,San Bernardino,ASA Charter,Economic_disadv,58.0,14.0,26.0,,5.5,31.0
3501,San Bernardino,ASA Charter,NOT_economic_disadv,0.0,0.0,0.0,294.6,11.0,16.0
3502,San Bernardino,Adelanto High,All,1588.0,854.0,734.0,299.6,175.571428571,531.6
3503,San Bernardino,Adelanto High,Economic_disadv,1300.0,715.0,585.0,299.84,156.857142857,480.6
3504,San Bernardino,Adelanto High,NOT_economic_disadv,0.0,0.0,0.0,315.9,32.25,64.3333333333
3505,San Bernardino,Alta Loma High,All,3722.0,2498.0,1224.0,368.3,608.333333333,930.5
3506,San Bernardino,Alta Loma High,Economic_disadv,1834.0,1169.0,665.0,352.333333333,305.0,459.5
3507,San Bernardino,Alta Loma High,NOT_economic_disadv,1784.0,1260.0,524.0,384.566666667,303.333333333,471.0
3508,San Bernardino,Alta Vista Public,All,682.0,277.0,405.0,299.766666667,141.166666667,511.0
3509,San Bernardino,Alta Vista Public,Economic_disadv,406.0,162.0,244.0,298.033333333,152.8,463.5
3510,San Bernardino,Alta Vista Public,NOT_economic_disadv,56.0,28.0,28.0,315.366666667,26.6666666667,47.5
3511,San Bernardino,Alta Vista South Public Charter,All,172.0,59.0,113.0,299.25,56.25,225.0
3512,San Bernardino,Alta Vista South Public Charter,Economic_disadv,166.0,58.0,108.0,296.85,69.6666666667,209.0
3513,San Bernardino,Alta Vista South Public Charter,NOT_economic_disadv,4.0,0.0,0.0,332.2,7.5,16.0
3514,San Bernardino,Alternative Learning Center,All,48.0,8.0,16.0,,9.0,36.0
3515,San Bernardino,Alternative Learning Center,Economic_disadv,44.0,8.0,16.0,,8.0,28.0
3516,San Bernardino,Alternative Learning Center,NOT_economic_disadv,4.0,0.0,0.0,,0.0,8.0
3517,San Bernardino,Apple Valley High,All,3328.0,2031.0,1297.0,322.95,255.5,747.0
3518,San Bernardino,Apple Valley High,Economic_disadv,1324.0,740.0,584.0,317.4,145.333333333,418.5
3519,San Bernardino,Apple Valley High,NOT_economic_disadv,428.0,305.0,123.0,368.733333333,131.4,328.5
3520,San Bernardino,Arroyo Valley High,All,4228.0,2369.0,1859.0,309.216666667,317.333333333,896.0
3521,San Bernardino,Arroyo Valley High,Economic_disadv,4082.0,2284.0,1798.0,308.983333333,306.166666667,861.5
3522,San Bernardino,Arroyo Valley High,NOT_economic_disadv,98.0,45.0,37.0,327.733333333,22.0,34.5
3523,San Bernardino,BUSD School of Opportunity,All,16.0,,,,6.0,8.0
3524,San Bernardino,BUSD School of Opportunity,Economic_disadv,12.0,,,,5.0,7.0
3525,San Bernardino,BUSD School of Opportunity,NOT_economic_disadv,2.0,0.0,0.0,,1.0,1.0
3526,San Bernardino,Baker High,All,68.0,40.0,16.0,332.65,11.3333333333,21.5
3527,San Bernardino,Baker High,Economic_disadv,16.0,0.0,0.0,342.5,9.5,13.0
3528,San Bernardino,Baker High,NOT_economic_disadv,0.0,0.0,0.0,,5.0,8.5
3529,San Bernardino,Barstow High,All,2134.0,1359.0,775.0,337.466666667,141.142857143,444.2
3530,San Bernardino,Barstow High,Economic_disadv,1448.0,912.0,536.0,329.6,120.333333333,325.2
3531,San Bernardino,Barstow High,NOT_economic_disadv,626.0,412.0,214.0,359.266666667,64.0,113.333333333
3532,San Bernardino,Big Bear High,All,1046.0,684.0,362.0,362.675,83.8333333333,236.0
3533,San Bernardino,Big Bear High,Economic_disadv,420.0,255.0,165.0,350.525,63.8,147.0
3534,San Bernardino,Big Bear High,NOT_economic_disadv,502.0,350.0,152.0,394.1,44.75,100.0
3535,San Bernardino,Birch High (Continuation),All,2.0,,,293.55,20.5,211.0
3536,San Bernardino,Birch High (Continuation),Economic_disadv,2.0,,,292.25,18.5,179.0
3537,San Bernardino,Birch High (Continuation),NOT_economic_disadv,0.0,0.0,0.0,,3.0,32.0
3538,San Bernardino,Bloomington High,All,2586.0,1444.0,1142.0,329.12,257.166666667,778.0
3539,San Bernardino,Bloomington High,Economic_disadv,1154.0,598.0,556.0,326.62,226.0,666.5
3540,San Bernardino,Bloomington High,NOT_economic_disadv,116.0,73.0,43.0,362.233333333,37.0,111.5
3541,San Bernardino,Boys Republic High,All,34.0,24.0,10.0,270.966666667,22.0,39.3333333333
3542,San Bernardino,Boys Republic High,Economic_disadv,4.0,,,271.25,13.6666666667,18.0
3543,San Bernardino,Boys Republic High,NOT_economic_disadv,10.0,,,274.0,14.6666666667,26.3333333333
3544,San Bernardino,Cajon High,All,3672.0,1756.0,1916.0,325.283333333,351.833333333,1007.5
3545,San Bernardino,Cajon High,Economic_disadv,3044.0,1415.0,1629.0,323.216666667,289.666666667,812.0
3546,San Bernardino,Cajon High,NOT_economic_disadv,524.0,283.0,241.0,367.1,74.2,195.5
3547,San Bernardino,Canyon Ridge High,All,10.0,,,298.733333333,28.75,72.6666666667
3548,San Bernardino,Canyon Ridge High,Economic_disadv,4.0,,,297.55,16.3333333333,41.5
3549,San Bernardino,Canyon Ridge High,NOT_economic_disadv,0.0,0.0,0.0,296.1,19.0,43.3333333333
3550,San Bernardino,Central High (Continuation),All,24.0,,,298.766666667,25.6666666667,51.0
3551,San Bernardino,Central High (Continuation),Economic_disadv,14.0,,,298.1,21.3333333333,40.0
3552,San Bernardino,Central High (Continuation),NOT_economic_disadv,2.0,0.0,0.0,,6.5,11.0
3553,San Bernardino,Chaffey High,All,4744.0,2539.0,2205.0,335.466666667,633.0,1157.0
3554,San Bernardino,Chaffey High,Economic_disadv,4152.0,2203.0,1949.0,332.7,549.25,993.666666667
3555,San Bernardino,Chaffey High,NOT_economic_disadv,570.0,324.0,246.0,353.866666667,83.75,163.333333333
3556,San Bernardino,Chaparral High,All,6.0,,,306.833333333,20.6666666667,62.0
3557,San Bernardino,Chaparral High,Economic_disadv,2.0,,,302.6,17.0,50.0
3558,San Bernardino,Chautauqua High (Continuation),All,10.0,,,,10.0,26.0
3559,San Bernardino,Chautauqua High (Continuation),Economic_disadv,6.0,0.0,0.0,,1.0,13.0
3560,San Bernardino,Chautauqua High (Continuation),NOT_economic_disadv,0.0,0.0,0.0,,9.0,13.0
3561,San Bernardino,Chino High,All,3264.0,1983.0,1281.0,343.366666667,579.333333333,866.0
3562,San Bernardino,Chino High,Economic_disadv,2188.0,1284.0,904.0,337.3,392.666666667,553.0
3563,San Bernardino,Chino High,NOT_economic_disadv,824.0,527.0,297.0,356.733333333,186.666666667,313.0
3564,San Bernardino,Chino Hills High,All,3960.0,2797.0,1163.0,374.333333333,543.0,1051.5
3565,San Bernardino,Chino Hills High,Economic_disadv,1050.0,685.0,365.0,357.866666667,205.666666667,286.5
3566,San Bernardino,Chino Hills High,NOT_economic_disadv,2548.0,1858.0,690.0,380.8,517.333333333,765.0
3567,San Bernardino,Chino Valley Learning Academy,All,24.0,,,,6.66666666667,16.0
3568,San Bernardino,Chino Valley Learning Academy,Economic_disadv,16.0,,,,5.0,11.0
3569,San Bernardino,Chino Valley Learning Academy,NOT_economic_disadv,6.0,0.0,0.0,,4.0,5.0
3570,San Bernardino,Citrus Valley High,All,3170.0,2176.0,994.0,348.55,272.333333333,808.0
3571,San Bernardino,Citrus Valley High,Economic_disadv,1770.0,1133.0,637.0,338.566666667,146.0,423.0
3572,San Bernardino,Citrus Valley High,NOT_economic_disadv,1342.0,1010.0,332.0,372.825,126.333333333,385.0
3573,San Bernardino,Colony High,All,3088.0,1873.0,1215.0,337.7,375.25,728.333333333
3574,San Bernardino,Colony High,Economic_disadv,2234.0,1302.0,932.0,329.366666667,266.25,486.0
3575,San Bernardino,Colony High,NOT_economic_disadv,842.0,562.0,280.0,359.366666667,145.333333333,262.5
3576,San Bernardino,Colton High,All,2912.0,1277.0,1635.0,324.4,222.166666667,635.5
3577,San Bernardino,Colton High,Economic_disadv,1154.0,504.0,650.0,323.54,197.166666667,559.5
3578,San Bernardino,Colton High,NOT_economic_disadv,114.0,59.0,55.0,333.533333333,29.6,76.0
3579,San Bernardino,Community School/Independent Alternative Education,All,218.0,75.0,125.0,282.4,170.0,
3580,San Bernardino,Community School/Independent Alternative Education,Economic_disadv,180.0,60.0,108.0,281.7,135.0,
3581,San Bernardino,Community School/Independent Alternative Education,NOT_economic_disadv,28.0,,,285.3,35.0,
3582,San Bernardino,Don Antonio Lugo High,All,2328.0,1193.0,1135.0,340.866666667,313.0,574.0
3583,San Bernardino,Don Antonio Lugo High,Economic_disadv,1660.0,819.0,841.0,333.933333333,302.333333333,414.5
3584,San Bernardino,Don Antonio Lugo High,NOT_economic_disadv,522.0,299.0,223.0,359.1,86.25,198.333333333
3585,San Bernardino,Eagle Summit Community Day,All,36.0,,,,3.8,24.5
3586,San Bernardino,Eagle Summit Community Day,Economic_disadv,10.0,,,,2.0,21.5
3587,San Bernardino,Eagle Summit Community Day,NOT_economic_disadv,4.0,,,,4.0,6.0
3588,San Bernardino,Eisenhower Senior High,All,3260.0,1709.0,1551.0,318.9,295.333333333,863.5
3589,San Bernardino,Eisenhower Senior High,Economic_disadv,1968.0,1073.0,895.0,316.7,313.2,751.5
3590,San Bernardino,Eisenhower Senior High,NOT_economic_disadv,150.0,72.0,78.0,334.333333333,40.2,112.0
3591,San Bernardino,Empire Springs Charter,All,104.0,58.0,46.0,366.933333333,22.3333333333,294.0
3592,San Bernardino,Empire Springs Charter,Economic_disadv,28.0,,,351.05,11.0,112.5
3593,San Bernardino,Empire Springs Charter,NOT_economic_disadv,76.0,32.0,26.0,361.05,12.6666666667,181.5
3594,San Bernardino,Etiwanda High,All,5276.0,3514.0,1762.0,360.7,650.5,1128.66666667
3595,San Bernardino,Etiwanda High,Economic_disadv,2168.0,1331.0,837.0,346.6,350.666666667,476.5
3596,San Bernardino,Etiwanda High,NOT_economic_disadv,2952.0,2074.0,878.0,370.2,387.5,701.666666667
3597,San Bernardino,Excelsior Charter,All,1632.0,856.0,776.0,345.433333333,324.0,916.0
3598,San Bernardino,Excelsior Charter,Economic_disadv,858.0,401.0,457.0,336.666666667,155.333333333,447.5
3599,San Bernardino,Excelsior Charter,NOT_economic_disadv,742.0,437.0,305.0,353.433333333,168.666666667,468.5
3600,San Bernardino,Fontana A. B. Miller High,All,3754.0,2053.0,1701.0,317.05,295.75,1097.0
3601,San Bernardino,Fontana A. B. Miller High,Economic_disadv,3260.0,1762.0,1498.0,314.3,258.5,951.0
3602,San Bernardino,Fontana A. B. Miller High,NOT_economic_disadv,300.0,182.0,118.0,348.0,48.6666666667,146.0
3603,San Bernardino,Fontana High,All,3892.0,2169.0,1723.0,318.0,332.166666667,969.0
3604,San Bernardino,Fontana High,Economic_disadv,3528.0,1976.0,1552.0,316.9,304.166666667,879.0
3605,San Bernardino,Fontana High,NOT_economic_disadv,186.0,103.0,83.0,338.133333333,32.8,90.0
