,County_Code,School_Code,Mean_Academic_Test_Score_All,Mean_Academic_Test_Score_Economic_disadv,Mean_Academic_Test_Score_NOT_economic_disadv,Combined_Fitness_Unhealthy_Pct_All,Combined_Fitness_Unhealthy_Pct_Economic_disadv,Combined_Fitness_Unhealthy_Pct_NOT_economic_disadv,County,School
220,10.0,119628.0,317.5,325.5,,0.657894736842,,,Fresno,Big Picture High School - Fresno
221,10.0,120535.0,302.733333333,301.8,306.466666667,0.322727272727,0.321052631579,1.0,Fresno,Crescent View South Charter
222,10.0,120964.0,275.5,,,0.682692307692,0.682692307692,,Fresno,Phoenix Secondary
223,10.0,124982.0,281.533333333,278.533333333,311.25,0.513333333333,0.517361111111,1.0,Fresno,Ambassador Phillip V. Sanchez Public Charter
224,10.0,126292.0,350.533333333,346.933333333,,0.45,0.547945205479,0.256756756757,Fresno,Reedley Middle College High
225,10.0,127159.0,,,,,,,Fresno,Opportunities For Learning - Fresno
226,10.0,130880.0,,,,0.0454545454545,,,Fresno,Academy of Arts and Sciences: Fresno
227,10.0,1030121.0,341.95,341.0,344.8,0.505060728745,0.507795100223,0.25,Fresno,Firebaugh High
228,10.0,1030196.0,380.0,360.6,393.133333333,0.315550906555,0.370820668693,0.272047832586,Fresno,Clovis West High
229,10.0,1030279.0,323.62,325.05,353.025,0.457464788732,0.486027944112,0.41512345679,Fresno,Bullard High
230,10.0,1030287.0,282.133333333,279.6,293.466666667,0.221153846154,0.221153846154,,Fresno,J. E. Young Academic Center
231,10.0,1030295.0,339.433333333,338.633333333,347.55,0.463286713287,0.463286713287,,Fresno,Erma Duncan Polytechnical High
232,10.0,1030378.0,291.95,279.45,,,,,Fresno,Mountain View (Alternative)
233,10.0,1030386.0,303.733333333,299.3,312.6,0.494897959184,0.15,,Fresno,Central Unified Alternative/Opportunity
234,10.0,1030451.0,299.533333333,301.8,288.5,0.4375,,1.0,Fresno,Taft High
235,10.0,1030469.0,336.733333333,303.3,,0.5,,0.222222222222,Fresno,Enterprise Alternative
236,10.0,1030493.0,326.0,326.2,,0.46925566343,0.472772277228,,Fresno,Mendota High
237,10.0,1030501.0,397.1,372.433333333,406.766666667,0.259466666667,0.345911949686,0.217821782178,Fresno,Buchanan High
238,10.0,1030535.0,335.266666667,331.966666667,363.1,0.4765625,0.502525252525,0.132352941176,Fresno,Caruthers High
239,10.0,1030543.0,,,,,,,Fresno,MARC High 
240,10.0,1030543.0,,,,,,,Fresno,MARC High
241,10.0,1030626.0,329.383333333,324.25,349.0,0.458376511226,0.47968511935,0.41206313416,Fresno,Central High East Campus
242,10.0,1030642.0,298.833333333,298.4,,0.73,,,Fresno,School of Unlimited Learning
243,10.0,1030675.0,313.98,314.025,339.5,0.38388510224,0.38388510224,,Fresno,Sunnyside High
244,10.0,1030683.0,380.56,374.1,397.933333333,0.331266318538,0.338727678571,0.327464788732,Fresno,Clovis East High
245,10.0,1030758.0,288.266666667,283.4,,,,1.0,Fresno,Selma Independent
246,10.0,1030766.0,371.266666667,359.133333333,382.333333333,0.526785714286,0.5,0.15625,Fresno,Hallmark Charter
247,10.0,1030774.0,281.233333333,280.933333333,,0.592391304348,0.592391304348,,Fresno,W. E. B. DuBois Public Charter
248,10.0,1030824.0,282.733333333,280.7,,0.581395348837,0.60625,1.0,Fresno,Community Day
249,10.0,1030840.0,283.3,281.5,314.4,0.494186046512,0.506578947368,,Fresno,Carter G. Woodson Public Charter
250,10.0,1030873.0,,,,,,,Fresno,Miles W. Culwell Community Day
251,10.0,1030899.0,271.45,274.0,,0.637931034483,,,Fresno,Fresno County Community
252,10.0,1030899.0,271.45,274.0,,0.637931034483,,,Fresno,Violet Heintz Education Academy
253,10.0,1030923.0,302.9,301.3,,0.475,,,Fresno,Fresno County Community Day
254,10.0,1030923.0,302.9,301.3,,0.475,,,Fresno,Kermit Koontz Education Complex
